payment_id,order_id,payment_method,payment_amount
PAY_00612,ORD_00612,Debit Card,116.33
PAY_00613,ORD_00613,UPI,293.46
PAY_00614,ORD_00614,Debit Card,121.84
PAY_00615,ORD_00615,UPI,139.05
PAY_00616,ORD_00616,UPI,294.12
PAY_00617,ORD_00617,Cash,296.55
PAY_00618,ORD_00618,Credit Card,151.43
PAY_00619,ORD_00619,UPI,201.23
PAY_00620,ORD_00620,Debit Card,130.01
PAY_00621,ORD_00621,UPI,160.5
PAY_00622,ORD_00622,UPI,253.94
PAY_00623,ORD_00623,Credit Card,148.35
PAY_00624,ORD_00624,Cash,187.26
PAY_00625,ORD_00625,Debit Card,117.43
PAY_00626,ORD_00626,UPI,374.1
PAY_00627,ORD_00627,Debit Card,258.08
PAY_00628,ORD_00628,Credit Card,303.18
PAY_00629,ORD_00629,UPI,406.73
PAY_00630,ORD_00630,Debit Card,129.13
PAY_00631,ORD_00631,UPI,175.81
PAY_00632,ORD_00632,UPI,116.47
PAY_00633,ORD_00633,UPI,1096.37
PAY_00634,ORD_00634,Cash,191.73
PAY_00635,ORD_00635,Debit Card,359.68
PAY_00636,ORD_00636,UPI,110.74
PAY_00637,ORD_00637,UPI,357.74
PAY_00638,ORD_00638,UPI,557.02
PAY_00639,ORD_00639,UPI,201.11
PAY_00640,ORD_00640,Cash,121.15
PAY_00641,ORD_00641,Debit Card,189.9
PAY_00642,ORD_00642,Cash,124.68
PAY_00643,ORD_00643,UPI,187.27
PAY_00644,ORD_00644,Credit Card,309.12
PAY_00645,ORD_00645,UPI,201.61
PAY_00646,ORD_00646,UPI,178.05
PAY_00647,ORD_00647,Debit Card,272.61
PAY_00648,ORD_00648,UPI,304.18
PAY_00649,ORD_00649,UPI,116.39
PAY_00650,ORD_00650,UPI,226.61
PAY_00651,ORD_00651,Credit Card,756.93
PAY_00652,ORD_00652,UPI,125.35
PAY_00653,ORD_00653,UPI,206.56
PAY_00654,ORD_00654,Credit Card,574.66
PAY_00655,ORD_00655,Credit Card,350.61
PAY_00656,ORD_00656,Debit Card,165.28
PAY_00657,ORD_00657,UPI,232.28
PAY_00658,ORD_00658,UPI,199.31
PAY_00659,ORD_00659,Debit Card,151.07
PAY_00660,ORD_00660,UPI,213.37
PAY_00661,ORD_00661,UPI,169.21
PAY_00662,ORD_00662,UPI,199.06
PAY_00663,ORD_00663,UPI,133.7
PAY_00664,ORD_00664,Credit Card,125.35
PAY_00665,ORD_00665,Cash,199.2
PAY_00666,ORD_00666,UPI,515.75
PAY_00667,ORD_00667,Credit Card,222.95
PAY_00668,ORD_00668,UPI,166.5
PAY_00669,ORD_00669,Cash,321.38
PAY_00670,ORD_00670,UPI,192.61
PAY_00671,ORD_00671,UPI,585.3
PAY_00672,ORD_00672,UPI,207.42
PAY_00673,ORD_00673,UPI,298.78
PAY_00674,ORD_00674,Credit Card,132.07
PAY_00675,ORD_00675,Credit Card,259.11
PAY_00676,ORD_00676,Credit Card,229.21
PAY_00677,ORD_00677,Cash,194.95
PAY_00678,ORD_00678,UPI,155.63
PAY_00679,ORD_00679,Debit Card,158.46
PAY_00680,ORD_00680,UPI,245.39
PAY_00681,ORD_00681,Credit Card,295.47
PAY_00682,ORD_00682,Cash,182.71
PAY_00683,ORD_00683,Cash,242.78
PAY_00684,ORD_00684,Debit Card,194.52
PAY_00685,ORD_00685,Cash,227.89
PAY_00686,ORD_00686,Credit Card,187.81
PAY_00687,ORD_00687,Cash,199.49
PAY_00688,ORD_00688,Debit Card,856.3
PAY_00689,ORD_00689,UPI,235.7
PAY_00690,ORD_00690,UPI,301.15
PAY_00691,ORD_00691,UPI,246.97
PAY_00692,ORD_00692,UPI,185.98
PAY_00693,ORD_00693,UPI,388.83
PAY_00694,ORD_00694,UPI,191.03
PAY_00695,ORD_00695,UPI,359.49
PAY_00696,ORD_00696,UPI,181.59
PAY_00697,ORD_00697,UPI,127.87
PAY_00698,ORD_00698,Cash,252.17
PAY_00699,ORD_00699,Debit Card,120.77
PAY_00700,ORD_00700,Cash,267.16
PAY_00701,ORD_00701,Debit Card,121.81
PAY_00702,ORD_00702,Debit Card,173.48
PAY_00703,ORD_00703,Credit Card,122.66
PAY_00704,ORD_00704,UPI,970.18
PAY_00705,ORD_00705,UPI,113.48
PAY_00706,ORD_00706,Debit Card,209.6
PAY_00707,ORD_00707,UPI,347.81
PAY_00708,ORD_00708,UPI,334.19
PAY_00709,ORD_00709,UPI,313.6
PAY_00710,ORD_00710,UPI,173.15
PAY_00711,ORD_00711,UPI,441.5
PAY_00712,ORD_00712,Debit Card,321.23
PAY_00713,ORD_00713,Credit Card,230.34
PAY_00714,ORD_00714,UPI,230.36
PAY_00715,ORD_00715,UPI,181.74
PAY_00716,ORD_00716,UPI,137.2
PAY_00717,ORD_00717,UPI,414.04
PAY_00718,ORD_00718,UPI,418.98
PAY_00719,ORD_00719,Debit Card,129.58
PAY_00720,ORD_00720,Debit Card,175.37
PAY_00721,ORD_00721,UPI,205.52
PAY_00722,ORD_00722,Debit Card,203.13
PAY_00723,ORD_00723,Credit Card,221.93
PAY_00724,ORD_00724,Cash,332.66
PAY_00725,ORD_00725,Debit Card,140.67
PAY_00726,ORD_00726,Credit Card,136.73
PAY_00727,ORD_00727,Credit Card,394.35
PAY_00728,ORD_00728,UPI,165.77
PAY_00729,ORD_00729,Debit Card,119.57
PAY_00730,ORD_00730,Credit Card,156.87
PAY_00731,ORD_00731,Credit Card,164.36
PAY_00732,ORD_00732,Credit Card,462.54
PAY_00733,ORD_00733,UPI,315.22
PAY_00734,ORD_00734,Debit Card,387.09
PAY_00735,ORD_00735,Debit Card,343.22
PAY_00736,ORD_00736,UPI,361.2
PAY_00737,ORD_00737,UPI,149.36
PAY_00738,ORD_00738,UPI,190.22
PAY_00739,ORD_00739,UPI,129.19
PAY_00740,ORD_00740,UPI,181.49
PAY_00741,ORD_00741,Cash,311.08
PAY_00742,ORD_00742,Credit Card,232.23
PAY_00743,ORD_00743,Credit Card,424.46
PAY_00744,ORD_00744,Cash,125.71
PAY_00745,ORD_00745,Debit Card,268.17
PAY_00746,ORD_00746,UPI,125.02
PAY_00747,ORD_00747,UPI,231.92
PAY_00748,ORD_00748,UPI,291.25
PAY_00749,ORD_00749,UPI,195.74
PAY_00750,ORD_00750,Debit Card,270.37
PAY_00751,ORD_00751,Debit Card,106.93
PAY_00752,ORD_00752,UPI,126.01
PAY_00753,ORD_00753,Credit Card,289.68
PAY_00754,ORD_00754,UPI,515.68
PAY_00755,ORD_00755,UPI,134.66
PAY_00756,ORD_00756,UPI,408.86
PAY_00757,ORD_00757,Cash,215.38
PAY_00758,ORD_00758,UPI,112.82
PAY_00759,ORD_00759,Cash,119.92
PAY_00760,ORD_00760,Debit Card,219.19
PAY_00761,ORD_00761,Debit Card,178.28
PAY_00762,ORD_00762,Debit Card,120.08
PAY_00763,ORD_00763,UPI,116.62
PAY_00764,ORD_00764,Debit Card,136.81
PAY_00765,ORD_00765,UPI,239.16
PAY_00766,ORD_00766,Cash,218.16
PAY_00767,ORD_00767,Debit Card,171.52
PAY_00768,ORD_00768,Cash,228.67
PAY_00769,ORD_00769,Cash,360.56
PAY_00770,ORD_00770,UPI,242.67
PAY_00771,ORD_00771,Cash,189.84
PAY_00772,ORD_00772,UPI,346.3
PAY_00773,ORD_00773,Credit Card,120.03
PAY_00774,ORD_00774,Debit Card,176.47
PAY_00775,ORD_00775,UPI,183.16
PAY_00776,ORD_00776,UPI,126.56
PAY_00777,ORD_00777,Debit Card,161.97
PAY_00778,ORD_00778,UPI,118.75
PAY_00779,ORD_00779,UPI,571.0
PAY_00780,ORD_00780,Credit Card,120.19
PAY_00781,ORD_00781,Debit Card,470.3
PAY_00782,ORD_00782,Debit Card,195.39
PAY_00783,ORD_00783,Credit Card,281.77
PAY_00784,ORD_00784,Credit Card,148.38
PAY_00785,ORD_00785,Debit Card,244.89
PAY_00786,ORD_00786,UPI,274.35
PAY_00787,ORD_00787,Credit Card,307.01
PAY_00788,ORD_00788,UPI,319.76
PAY_00789,ORD_00789,Cash,178.16
PAY_00790,ORD_00790,Credit Card,159.88
PAY_00791,ORD_00791,Debit Card,125.87
PAY_00792,ORD_00792,UPI,283.25
PAY_00793,ORD_00793,Credit Card,363.63
PAY_00794,ORD_00794,UPI,504.19
PAY_00795,ORD_00795,UPI,232.71
PAY_00796,ORD_00796,Debit Card,139.07
PAY_00797,ORD_00797,Debit Card,115.17
PAY_00798,ORD_00798,UPI,380.33
PAY_00799,ORD_00799,UPI,116.67
PAY_00800,ORD_00800,UPI,166.46
PAY_00801,ORD_00801,Credit Card,192.47
PAY_00802,ORD_00802,UPI,192.39
PAY_00803,ORD_00803,Credit Card,201.04
PAY_00804,ORD_00804,UPI,220.79
PAY_00805,ORD_00805,UPI,119.25
PAY_00806,ORD_00806,Debit Card,211.79
PAY_00807,ORD_00807,Cash,119.49
PAY_00808,ORD_00808,Cash,299.76
PAY_00809,ORD_00809,Debit Card,148.46
PAY_00810,ORD_00810,UPI,111.18
PAY_00811,ORD_00811,UPI,131.46
PAY_00812,ORD_00812,Credit Card,155.35
PAY_00813,ORD_00813,UPI,404.64
PAY_00814,ORD_00814,UPI,203.63
PAY_00815,ORD_00815,Cash,226.14
PAY_00816,ORD_00816,UPI,393.9
PAY_00817,ORD_00817,Debit Card,198.11
PAY_00818,ORD_00818,UPI,322.41
PAY_00819,ORD_00819,UPI,280.83
PAY_00820,ORD_00820,Credit Card,121.44
PAY_00821,ORD_00821,UPI,427.85
PAY_00822,ORD_00822,Cash,133.64
PAY_00823,ORD_00823,Credit Card,346.41
PAY_00824,ORD_00824,Debit Card,117.24
PAY_00825,ORD_00825,Debit Card,283.24
PAY_00826,ORD_00826,Debit Card,538.02
PAY_00827,ORD_00827,Debit Card,181.91
PAY_00828,ORD_00828,UPI,178.57
PAY_00829,ORD_00829,Debit Card,288.41
PAY_00830,ORD_00830,Credit Card,184.8
PAY_00831,ORD_00831,Credit Card,557.1
PAY_00832,ORD_00832,UPI,235.74
PAY_00833,ORD_00833,UPI,170.62
PAY_00834,ORD_00834,Credit Card,158.14
PAY_00835,ORD_00835,UPI,126.46
PAY_00836,ORD_00836,UPI,146.08
PAY_00837,ORD_00837,UPI,185.23
PAY_00838,ORD_00838,UPI,156.72
PAY_00839,ORD_00839,Credit Card,144.77
PAY_00840,ORD_00840,Credit Card,603.06
PAY_00841,ORD_00841,UPI,127.83
PAY_00842,ORD_00842,UPI,223.02
PAY_00843,ORD_00843,UPI,293.63
PAY_00844,ORD_00844,Credit Card,292.39
PAY_00845,ORD_00845,Debit Card,199.16
PAY_00846,ORD_00846,UPI,194.31
PAY_00847,ORD_00847,UPI,257.79
PAY_00848,ORD_00848,UPI,251.04
PAY_00849,ORD_00849,Debit Card,181.08
PAY_00850,ORD_00850,UPI,111.37
PAY_00851,ORD_00851,Credit Card,161.73
PAY_00852,ORD_00852,UPI,121.37
PAY_00853,ORD_00853,UPI,150.27
PAY_00854,ORD_00854,Cash,221.36
PAY_00855,ORD_00855,Debit Card,239.75
PAY_00856,ORD_00856,Debit Card,554.66
PAY_00857,ORD_00857,UPI,158.81
PAY_00858,ORD_00858,Credit Card,307.47
PAY_00859,ORD_00859,Credit Card,256.25
PAY_00860,ORD_00860,UPI,412.71
PAY_00861,ORD_00861,Credit Card,269.84
PAY_00862,ORD_00862,UPI,123.21
PAY_00863,ORD_00863,UPI,118.62
PAY_00864,ORD_00864,UPI,237.23
PAY_00865,ORD_00865,Debit Card,155.96
PAY_00866,ORD_00866,UPI,127.85
PAY_00867,ORD_00867,Cash,123.21
PAY_00868,ORD_00868,UPI,237.0
PAY_00869,ORD_00869,UPI,450.58
PAY_00870,ORD_00870,Debit Card,176.86
PAY_00871,ORD_00871,UPI,273.77
PAY_00872,ORD_00872,UPI,186.5
PAY_00873,ORD_00873,UPI,110.93
PAY_00874,ORD_00874,UPI,301.71
PAY_00875,ORD_00875,Credit Card,122.45
PAY_00876,ORD_00876,Credit Card,204.38
PAY_00877,ORD_00877,UPI,176.36
PAY_00878,ORD_00878,UPI,310.48
PAY_00879,ORD_00879,UPI,122.9
PAY_00880,ORD_00880,Debit Card,249.66
PAY_00881,ORD_00881,Cash,126.03
PAY_00882,ORD_00882,Debit Card,157.82
PAY_00883,ORD_00883,UPI,125.41
PAY_00884,ORD_00884,Cash,613.13
PAY_00885,ORD_00885,Credit Card,293.79
PAY_00886,ORD_00886,Debit Card,137.85
PAY_00887,ORD_00887,Debit Card,117.17
PAY_00888,ORD_00888,Debit Card,165.87
PAY_00889,ORD_00889,Credit Card,317.93
PAY_00890,ORD_00890,UPI,131.31
PAY_00891,ORD_00891,UPI,200.46
PAY_00892,ORD_00892,Debit Card,558.82
PAY_00893,ORD_00893,UPI,116.37
PAY_00894,ORD_00894,UPI,217.64
PAY_00895,ORD_00895,UPI,688.81
PAY_00896,ORD_00896,UPI,277.81
PAY_00897,ORD_00897,Credit Card,217.46
PAY_00898,ORD_00898,Credit Card,280.13
PAY_00899,ORD_00899,Debit Card,175.97
PAY_00900,ORD_00900,UPI,423.55
PAY_00901,ORD_00901,UPI,174.92
PAY_00902,ORD_00902,Credit Card,121.18
PAY_00903,ORD_00903,UPI,168.09
PAY_00904,ORD_00904,Debit Card,123.29
PAY_00905,ORD_00905,Credit Card,172.7
PAY_00906,ORD_00906,UPI,177.71
PAY_00907,ORD_00907,UPI,366.28
PAY_00908,ORD_00908,Debit Card,287.13
PAY_00909,ORD_00909,UPI,245.87
PAY_00910,ORD_00910,Credit Card,213.08
PAY_00911,ORD_00911,Credit Card,127.59
PAY_00912,ORD_00912,Cash,127.28
PAY_00913,ORD_00913,UPI,218.94
PAY_00914,ORD_00914,UPI,326.18
PAY_00915,ORD_00915,UPI,181.97
PAY_00916,ORD_00916,Debit Card,166.99
PAY_00917,ORD_00917,UPI,266.1
PAY_00918,ORD_00918,Credit Card,191.9
PAY_00919,ORD_00919,Debit Card,496.01
PAY_00920,ORD_00920,Debit Card,414.05
PAY_00921,ORD_00921,UPI,331.12
PAY_00922,ORD_00922,Credit Card,316.49
PAY_00923,ORD_00923,Cash,116.87
PAY_00924,ORD_00924,UPI,288.31
PAY_00925,ORD_00925,Credit Card,252.18
PAY_00926,ORD_00926,Credit Card,277.25
PAY_00927,ORD_00927,UPI,268.96
PAY_00928,ORD_00928,UPI,259.6
PAY_00929,ORD_00929,Debit Card,871.38
PAY_00930,ORD_00930,Credit Card,198.97
PAY_00931,ORD_00931,UPI,335.88
PAY_00932,ORD_00932,Cash,164.2
PAY_00933,ORD_00933,Credit Card,313.74
PAY_00934,ORD_00934,UPI,340.31
PAY_00935,ORD_00935,Debit Card,239.0
PAY_00936,ORD_00936,UPI,530.84
PAY_00937,ORD_00937,UPI,126.56
PAY_00938,ORD_00938,UPI,150.78
PAY_00939,ORD_00939,UPI,230.85
PAY_00940,ORD_00940,Cash,349.89
PAY_00941,ORD_00941,UPI,218.92
PAY_00942,ORD_00942,UPI,425.23
PAY_00943,ORD_00943,Debit Card,139.27
PAY_00944,ORD_00944,Debit Card,118.95
PAY_00945,ORD_00945,UPI,239.33
PAY_00946,ORD_00946,Debit Card,199.49
PAY_00947,ORD_00947,UPI,267.6
PAY_00948,ORD_00948,UPI,212.61
PAY_00949,ORD_00949,UPI,171.91
PAY_00950,ORD_00950,UPI,195.99
PAY_00951,ORD_00951,Debit Card,200.47
PAY_00952,ORD_00952,Debit Card,176.04
PAY_00953,ORD_00953,Credit Card,208.55
PAY_00954,ORD_00954,UPI,157.82
PAY_00955,ORD_00955,UPI,336.74
PAY_00956,ORD_00956,Credit Card,218.03
PAY_00957,ORD_00957,UPI,694.18
PAY_00958,ORD_00958,UPI,214.98
PAY_00959,ORD_00959,UPI,155.28
PAY_00960,ORD_00960,UPI,826.44
PAY_00961,ORD_00961,UPI,260.26
PAY_00962,ORD_00962,UPI,362.69
PAY_00963,ORD_00963,UPI,285.96
PAY_00964,ORD_00964,Credit Card,281.81
PAY_00965,ORD_00965,UPI,263.11
PAY_00966,ORD_00966,UPI,114.99
PAY_00967,ORD_00967,UPI,228.91
PAY_00968,ORD_00968,UPI,104.2
PAY_00969,ORD_00969,Debit Card,191.45
PAY_00970,ORD_00970,UPI,133.58
PAY_00971,ORD_00971,Debit Card,245.02
PAY_00972,ORD_00972,Debit Card,243.54
PAY_00973,ORD_00973,Debit Card,261.48
PAY_00974,ORD_00974,Debit Card,236.1
PAY_00975,ORD_00975,Credit Card,147.19
PAY_00976,ORD_00976,Debit Card,180.22
PAY_00977,ORD_00977,Debit Card,316.58
PAY_00978,ORD_00978,UPI,368.1
PAY_00979,ORD_00979,Debit Card,123.72
PAY_00980,ORD_00980,Credit Card,117.92
PAY_00981,ORD_00981,UPI,145.47
PAY_00982,ORD_00982,Debit Card,373.04
PAY_00983,ORD_00983,Debit Card,412.73
PAY_00984,ORD_00984,Credit Card,132.17
PAY_00985,ORD_00985,UPI,243.1
PAY_00986,ORD_00986,UPI,555.78
PAY_00987,ORD_00987,Debit Card,240.81
PAY_00988,ORD_00988,UPI,432.17
PAY_00989,ORD_00989,Debit Card,376.02
PAY_00990,ORD_00990,UPI,131.76
PAY_00991,ORD_00991,UPI,185.9
PAY_00992,ORD_00992,Debit Card,202.89
PAY_00993,ORD_00993,UPI,199.94
PAY_00994,ORD_00994,Debit Card,359.86
PAY_00995,ORD_00995,Cash,258.48
PAY_00996,ORD_00996,UPI,123.33
PAY_00997,ORD_00997,Cash,125.06
PAY_00998,ORD_00998,Credit Card,120.09
PAY_00999,ORD_00999,UPI,224.62
PAY_01000,ORD_01000,UPI,242.45
PAY_01001,ORD_01001,Debit Card,239.95
PAY_01002,ORD_01002,Credit Card,130.06
PAY_01003,ORD_01003,UPI,284.36
PAY_01004,ORD_01004,UPI,297.46
PAY_01005,ORD_01005,Debit Card,121.89
PAY_01006,ORD_01006,UPI,122.74
PAY_01007,ORD_01007,UPI,215.75
PAY_01008,ORD_01008,Debit Card,577.19
PAY_01009,ORD_01009,Credit Card,521.44
PAY_01010,ORD_01010,UPI,273.79
PAY_01011,ORD_01011,Credit Card,136.71
PAY_01012,ORD_01012,UPI,333.01
PAY_01013,ORD_01013,Debit Card,167.37
PAY_01014,ORD_01014,UPI,137.02
PAY_01015,ORD_01015,Credit Card,107.41
PAY_01016,ORD_01016,Credit Card,216.68
PAY_01017,ORD_01017,UPI,154.84
PAY_01018,ORD_01018,Credit Card,211.65
PAY_01019,ORD_01019,Debit Card,127.3
PAY_01020,ORD_01020,Debit Card,210.43
PAY_01021,ORD_01021,Credit Card,122.09
PAY_01022,ORD_01022,Cash,360.09
PAY_01023,ORD_01023,Credit Card,262.57
PAY_01024,ORD_01024,UPI,181.84
PAY_01025,ORD_01025,Credit Card,280.32
PAY_01026,ORD_01026,Cash,122.07
PAY_01027,ORD_01027,UPI,199.75
PAY_01028,ORD_01028,UPI,299.92
PAY_01029,ORD_01029,Cash,115.99
PAY_01030,ORD_01030,Debit Card,155.49
PAY_01031,ORD_01031,UPI,221.66
PAY_01032,ORD_01032,Credit Card,192.66
PAY_01033,ORD_01033,UPI,432.24
PAY_01034,ORD_01034,UPI,110.03
PAY_01035,ORD_01035,UPI,147.56
PAY_01036,ORD_01036,UPI,119.55
PAY_01037,ORD_01037,Credit Card,452.12
PAY_01038,ORD_01038,UPI,192.66
PAY_01039,ORD_01039,Debit Card,169.86
PAY_01040,ORD_01040,Debit Card,188.49
PAY_01041,ORD_01041,UPI,291.68
PAY_01042,ORD_01042,UPI,256.34
PAY_01043,ORD_01043,Cash,861.63
PAY_01044,ORD_01044,Credit Card,273.77
PAY_01045,ORD_01045,UPI,164.39
PAY_01046,ORD_01046,UPI,163.99
PAY_01047,ORD_01047,UPI,164.58
PAY_01048,ORD_01048,Debit Card,119.24
PAY_01049,ORD_01049,Credit Card,224.8
PAY_01050,ORD_01050,Cash,310.05
PAY_01051,ORD_01051,Cash,156.09
PAY_01052,ORD_01052,UPI,138.39
PAY_01053,ORD_01053,Cash,465.99
PAY_01054,ORD_01054,Cash,112.56
PAY_01055,ORD_01055,Debit Card,122.12
PAY_01056,ORD_01056,UPI,112.57
PAY_01057,ORD_01057,UPI,123.26
PAY_01058,ORD_01058,UPI,245.25
PAY_01059,ORD_01059,UPI,175.73
PAY_01060,ORD_01060,Debit Card,175.42
PAY_01061,ORD_01061,Cash,405.5
PAY_01062,ORD_01062,Debit Card,151.93
PAY_01063,ORD_01063,Debit Card,304.81
PAY_01064,ORD_01064,UPI,490.97
PAY_01065,ORD_01065,Credit Card,169.86
PAY_01066,ORD_01066,Credit Card,304.35
PAY_01067,ORD_01067,UPI,177.77
PAY_01068,ORD_01068,Debit Card,337.62
PAY_01069,ORD_01069,UPI,129.23
PAY_01070,ORD_01070,UPI,120.81
PAY_01071,ORD_01071,Credit Card,173.98
PAY_01072,ORD_01072,Credit Card,136.96
PAY_01073,ORD_01073,Debit Card,155.89
PAY_01074,ORD_01074,Credit Card,191.0
PAY_01075,ORD_01075,UPI,310.15
PAY_01076,ORD_01076,Cash,167.66
PAY_01077,ORD_01077,Debit Card,137.7
PAY_01078,ORD_01078,Debit Card,180.5
PAY_01079,ORD_01079,Debit Card,133.89
PAY_01080,ORD_01080,UPI,134.14
PAY_01081,ORD_01081,Cash,118.57
PAY_01082,ORD_01082,Cash,218.27
PAY_01083,ORD_01083,UPI,150.39
PAY_01084,ORD_01084,UPI,322.5
PAY_01085,ORD_01085,Cash,127.35
PAY_01086,ORD_01086,UPI,157.62
PAY_01087,ORD_01087,Debit Card,558.7
PAY_01088,ORD_01088,UPI,132.85
PAY_01089,ORD_01089,Debit Card,179.69
PAY_01090,ORD_01090,Debit Card,117.59
PAY_01091,ORD_01091,Cash,124.8
PAY_01092,ORD_01092,Debit Card,441.7
PAY_01093,ORD_01093,UPI,222.92
PAY_01094,ORD_01094,UPI,228.48
PAY_01095,ORD_01095,UPI,121.51
PAY_01096,ORD_01096,Credit Card,251.63
PAY_01097,ORD_01097,UPI,374.65
PAY_01098,ORD_01098,UPI,388.23
PAY_01099,ORD_01099,Credit Card,301.25
PAY_01100,ORD_01100,UPI,114.99
PAY_01101,ORD_01101,Debit Card,228.39
PAY_01102,ORD_01102,UPI,269.79
PAY_01103,ORD_01103,Credit Card,123.24
PAY_01104,ORD_01104,Debit Card,119.11
PAY_01105,ORD_01105,Debit Card,311.52
PAY_01106,ORD_01106,Credit Card,327.65
PAY_01107,ORD_01107,UPI,115.79
PAY_01108,ORD_01108,Credit Card,301.64
PAY_01109,ORD_01109,Debit Card,205.09
PAY_01110,ORD_01110,UPI,319.39
PAY_01111,ORD_01111,UPI,152.92
PAY_01112,ORD_01112,Credit Card,297.53
PAY_01113,ORD_01113,Credit Card,328.71
PAY_01114,ORD_01114,UPI,174.94
PAY_01115,ORD_01115,UPI,209.32
PAY_01116,ORD_01116,UPI,164.44
PAY_01117,ORD_01117,UPI,517.23
PAY_01118,ORD_01118,Debit Card,204.29
PAY_01119,ORD_01119,UPI,134.13
PAY_01120,ORD_01120,UPI,130.1
PAY_01121,ORD_01121,Cash,210.73
PAY_01122,ORD_01122,UPI,318.44
PAY_01123,ORD_01123,UPI,122.16
PAY_01124,ORD_01124,Cash,583.43
PAY_01125,ORD_01125,UPI,249.2
PAY_01126,ORD_01126,Cash,258.82
PAY_01127,ORD_01127,Debit Card,209.66
PAY_01128,ORD_01128,UPI,193.91
PAY_01129,ORD_01129,Credit Card,200.57
PAY_01130,ORD_01130,Credit Card,357.3
PAY_01131,ORD_01131,Debit Card,200.1
PAY_01132,ORD_01132,UPI,320.13
PAY_01133,ORD_01133,Debit Card,171.08
PAY_01134,ORD_01134,Cash,217.27
PAY_01135,ORD_01135,UPI,128.2
PAY_01136,ORD_01136,UPI,375.41
PAY_01137,ORD_01137,UPI,139.42
PAY_01138,ORD_01138,UPI,175.98
PAY_01139,ORD_01139,UPI,177.86
PAY_01140,ORD_01140,UPI,181.62
PAY_01141,ORD_01141,Credit Card,316.94
PAY_01142,ORD_01142,UPI,176.6
PAY_01143,ORD_01143,Cash,412.2
PAY_01144,ORD_01144,UPI,123.95
PAY_01145,ORD_01145,UPI,226.59
PAY_01146,ORD_01146,UPI,137.48
PAY_01147,ORD_01147,Credit Card,272.99
PAY_01148,ORD_01148,Credit Card,195.75
PAY_01149,ORD_01149,Debit Card,179.23
PAY_01150,ORD_01150,UPI,402.52
PAY_01151,ORD_01151,Cash,145.77
PAY_01152,ORD_01152,UPI,263.54
PAY_01153,ORD_01153,UPI,135.9
PAY_01154,ORD_01154,Debit Card,229.06
PAY_01155,ORD_01155,Credit Card,116.97
PAY_01156,ORD_01156,UPI,152.51
PAY_01157,ORD_01157,UPI,209.32
PAY_01158,ORD_01158,UPI,552.43
PAY_01159,ORD_01159,UPI,221.64
PAY_01160,ORD_01160,Credit Card,522.83
PAY_01161,ORD_01161,Credit Card,220.2
PAY_01162,ORD_01162,Credit Card,164.72
PAY_01163,ORD_01163,Debit Card,470.68
PAY_01164,ORD_01164,UPI,251.8
PAY_01165,ORD_01165,Credit Card,138.53
PAY_01166,ORD_01166,UPI,259.52
PAY_01167,ORD_01167,Credit Card,172.32
PAY_01168,ORD_01168,Debit Card,120.54
PAY_01169,ORD_01169,Debit Card,325.43
PAY_01170,ORD_01170,UPI,365.56
PAY_01171,ORD_01171,UPI,538.32
PAY_01172,ORD_01172,Cash,274.03
PAY_01173,ORD_01173,Debit Card,167.16
PAY_01174,ORD_01174,UPI,333.81
PAY_01175,ORD_01175,Credit Card,319.16
PAY_01176,ORD_01176,UPI,495.02
PAY_01177,ORD_01177,Credit Card,192.21
PAY_01178,ORD_01178,Credit Card,201.12
PAY_01179,ORD_01179,UPI,153.06
PAY_01180,ORD_01180,UPI,284.64
PAY_01181,ORD_01181,Debit Card,117.6
PAY_01182,ORD_01182,UPI,304.92
PAY_01183,ORD_01183,Debit Card,288.22
PAY_01184,ORD_01184,UPI,295.72
PAY_01185,ORD_01185,Debit Card,228.14
PAY_01186,ORD_01186,UPI,490.24
PAY_01187,ORD_01187,UPI,304.52
PAY_01188,ORD_01188,UPI,155.72
PAY_01189,ORD_01189,Debit Card,159.39
PAY_01190,ORD_01190,UPI,136.03
PAY_01191,ORD_01191,Credit Card,284.79
PAY_01192,ORD_01192,UPI,121.85
PAY_01193,ORD_01193,UPI,373.91
PAY_01194,ORD_01194,Credit Card,439.1
PAY_01195,ORD_01195,UPI,139.8
PAY_01196,ORD_01196,Cash,201.43
PAY_01197,ORD_01197,UPI,201.32
PAY_01198,ORD_01198,UPI,312.23
PAY_01199,ORD_01199,UPI,479.61
PAY_01200,ORD_01200,UPI,129.16
PAY_01201,ORD_01201,UPI,174.65
PAY_01202,ORD_01202,UPI,185.68
PAY_01203,ORD_01203,UPI,118.89
PAY_01204,ORD_01204,Debit Card,159.57
PAY_01205,ORD_01205,UPI,251.31
PAY_01206,ORD_01206,Debit Card,173.74
PAY_01207,ORD_01207,UPI,114.78
PAY_01208,ORD_01208,Cash,950.33
PAY_01209,ORD_01209,Credit Card,225.94
PAY_01210,ORD_01210,UPI,231.64
PAY_01211,ORD_01211,Cash,121.13
PAY_01212,ORD_01212,UPI,236.94
PAY_01213,ORD_01213,UPI,183.68
PAY_01214,ORD_01214,Cash,116.03
PAY_01215,ORD_01215,UPI,115.94
PAY_01216,ORD_01216,Credit Card,333.57
PAY_01217,ORD_01217,Cash,603.21
PAY_01218,ORD_01218,Credit Card,234.53
PAY_01219,ORD_01219,Credit Card,346.6
PAY_01220,ORD_01220,Credit Card,203.38
PAY_01221,ORD_01221,Credit Card,188.49
PAY_01222,ORD_01222,Cash,372.67
PAY_01223,ORD_01223,Credit Card,481.52
