order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status,preparation_time_minutes_order,delivery_id,driver_id,delivery_distance_km,preparation_time_minutes_delivery,delivery_time_minutes,tip_amount,category,rating,hour,day_of_week,is_weekend,time_of_day
ORD_00722,CUST_0934,REST_068,2026-01-10 16:04:48,178.05,2,Cloudy,Medium,Delivered,19.0,DEL_00722,DRV_0482,5.15,19.0,50.3,25.08,Indian,4.5,16,5,1,Afternoon
ORD_00723,CUST_0606,REST_037,2026-02-15 15:23:53,187.8,3,Rain,Medium,Delivered,19.0,DEL_00723,DRV_0338,4.39,19.0,61.2,34.13,Chinese,3.8,15,6,1,Afternoon
ORD_00724,CUST_0810,REST_038,2026-03-28 08:21:56,305.14,2,Heavy Rain,Low,Delivered,39.0,DEL_00724,DRV_0004,7.18,39.0,81.1,27.52,Indian,3.7,8,5,1,Morning
ORD_00725,CUST_0133,REST_096,2026-03-28 01:55:07,120.18,5,Clear,Medium,Delivered,29.0,DEL_00725,DRV_0321,2.63,29.0,50.5,20.49,Biryani,3.3,1,5,1,Night
ORD_00726,CUST_0395,REST_011,2026-04-09 16:46:14,113.81,1,Clear,High,Delivered,18.0,DEL_00726,DRV_0184,2.62,18.0,58.3,22.92,Pizza,4.9,16,3,0,Afternoon
ORD_00727,CUST_0065,REST_001,2026-03-27 11:41:45,357.86,6,Cloudy,Medium,Delivered,14.0,DEL_00727,DRV_0181,2.77,14.0,42.2,36.49,Pizza,4.8,11,4,0,Morning
ORD_00728,CUST_0290,REST_025,2026-06-14 08:51:09,140.55,5,Clear,High,Delivered,33.0,DEL_00728,DRV_0300,2.21,33.0,61.0,25.22,South Indian,4.0,8,6,1,Morning
ORD_00729,CUST_0376,REST_042,2026-03-10 20:41:46,100.0,5,Clear,Medium,Delivered,36.0,DEL_00729,DRV_0016,2.21,36.0,64.2,19.57,Healthy,5.0,20,1,0,Evening
ORD_00730,CUST_0769,REST_052,2026-06-17 03:44:23,138.82,5,Clear,Medium,Delivered,24.0,DEL_00730,DRV_0094,3.97,24.0,51.8,18.05,Healthy,4.6,3,2,0,Night
ORD_00731,CUST_0467,REST_024,2026-03-21 09:13:59,151.18,3,Rain,High,Delivered,35.0,DEL_00731,DRV_0279,3.3,35.0,72.2,13.18,Cafe,4.3,9,5,1,Morning
ORD_00732,CUST_0898,REST_053,2026-03-04 13:25:26,426.34,2,Rain,High,Delivered,17.0,DEL_00732,DRV_0415,5.46,17.0,89.8,36.2,Desserts,5.0,13,2,0,Afternoon
ORD_00733,CUST_0213,REST_056,2026-04-19 07:08:33,301.47,6,Clear,High,Delivered,27.0,DEL_00733,DRV_0156,2.68,27.0,57.6,13.75,Desserts,4.2,7,6,1,Morning
ORD_00734,CUST_0148,REST_063,2026-01-26 16:32:20,340.75,3,Clear,Medium,Delivered,17.0,DEL_00734,DRV_0434,5.34,17.0,56.9,46.34,Biryani,4.7,16,0,0,Afternoon
ORD_00735,CUST_0573,REST_081,2026-05-04 17:14:28,284.57,1,Cloudy,High,Delivered,27.0,DEL_00735,DRV_0357,4.29,27.0,64.7,58.65,Desserts,4.1,17,0,0,Evening
ORD_00736,CUST_0471,REST_008,2026-04-15 07:47:58,305.04,6,Clear,Medium,Delivered,30.0,DEL_00736,DRV_0016,12.2,30.0,93.5,56.16,Desserts,4.5,7,2,0,Morning
ORD_00737,CUST_0149,REST_059,2026-04-05 00:12:19,124.16,5,Cloudy,High,Delivered,33.0,DEL_00737,DRV_0041,4.13,33.0,74.8,25.2,Pizza,4.0,0,6,1,Night
ORD_00738,CUST_0088,REST_045,2026-03-29 17:22:55,162.51,4,Clear,Low,Delivered,38.0,DEL_00738,DRV_0137,5.67,38.0,63.2,27.71,Pizza,4.2,17,6,1,Evening
ORD_00739,CUST_0324,REST_027,2026-02-11 10:57:50,105.17,1,Clear,Medium,Delivered,27.0,DEL_00739,DRV_0258,2.01,27.0,48.5,24.02,South Indian,4.0,10,2,0,Morning
ORD_00740,CUST_0895,REST_052,2026-05-24 10:35:58,161.46,2,Clear,High,Delivered,29.0,DEL_00740,DRV_0366,2.29,29.0,62.4,20.03,Healthy,4.6,10,6,1,Morning
ORD_00741,CUST_0396,REST_018,2026-01-30 06:33:15,264.08,1,Cloudy,Low,Delivered,34.0,DEL_00741,DRV_0043,10.94,34.0,82.8,47.0,Pizza,3.6,6,4,0,Morning
ORD_00742,CUST_0790,REST_091,2026-06-27 05:30:15,195.2,3,Cloudy,Medium,Delivered,18.0,DEL_00742,DRV_0066,6.24,18.0,59.5,37.03,Cafe,4.6,5,5,1,Night
ORD_00743,CUST_0404,REST_086,2026-05-19 13:38:47,372.9,4,Clear,High,Delivered,37.0,DEL_00743,DRV_0352,5.68,37.0,93.2,51.56,Chinese,3.8,13,1,0,Afternoon
ORD_00744,CUST_0082,REST_016,2026-03-31 23:34:09,100.0,3,Clear,Low,Delivered,29.0,DEL_00744,DRV_0208,4.11,29.0,43.9,25.71,Indian,3.7,23,1,0,Night
ORD_00745,CUST_0641,REST_066,2026-06-05 01:51:57,238.68,6,Clear,Medium,Delivered,33.0,DEL_00745,DRV_0245,4.54,33.0,56.1,29.49,North Indian,3.5,1,4,0,Night
ORD_00746,CUST_0286,REST_005,2026-04-23 13:54:13,100.0,5,Cloudy,Medium,Delivered,38.0,DEL_00746,DRV_0243,3.9,38.0,77.9,25.02,Chinese,4.4,13,3,0,Afternoon
ORD_00747,CUST_0382,REST_082,2026-06-24 10:05:24,190.91,5,Clear,Medium,Delivered,32.0,DEL_00747,DRV_0077,6.2,32.0,58.4,41.01,Healthy,3.7,10,2,0,Morning
ORD_00749,CUST_0792,REST_091,2026-01-24 14:18:51,161.1,5,Cloudy,Low,Delivered,13.0,DEL_00749,DRV_0219,7.0,13.0,70.4,34.64,Cafe,4.6,14,5,1,Afternoon
ORD_00750,CUST_0270,REST_081,2026-02-26 02:39:53,245.46,5,Rain,Low,Delivered,21.0,DEL_00750,DRV_0381,2.38,21.0,52.1,24.91,Desserts,4.1,2,3,0,Night
ORD_00751,CUST_0292,REST_080,2026-06-08 21:22:11,106.93,6,Clear,Low,Delivered,32.0,DEL_00751,DRV_0223,4.21,32.0,59.6,0.0,South Indian,5.0,21,0,0,Evening
ORD_00752,CUST_0453,REST_070,2026-06-03 13:45:58,100.0,2,Clear,Low,Delivered,15.0,DEL_00752,DRV_0353,1.77,15.0,44.1,26.01,Desserts,4.2,13,2,0,Afternoon
ORD_00753,CUST_0715,REST_007,2026-03-08 03:25:00,246.25,2,Rain,Medium,Delivered,21.0,DEL_00753,DRV_0021,8.25,21.0,81.0,43.43,Healthy,3.9,3,6,1,Night
ORD_00754,CUST_0024,REST_050,2026-03-16 13:12:48,473.05,3,Rain,Medium,Delivered,21.0,DEL_00754,DRV_0147,5.92,21.0,78.8,42.63,Desserts,4.0,13,0,0,Afternoon
ORD_00756,CUST_0863,REST_038,2026-01-03 05:28:47,355.03,2,Rain,Low,Delivered,37.0,DEL_00756,DRV_0313,5.62,37.0,73.2,53.83,Indian,3.7,5,5,1,Night
ORD_00757,CUST_0311,REST_079,2026-05-20 23:39:20,185.65,1,Cloudy,Medium,Delivered,28.0,DEL_00757,DRV_0077,3.92,28.0,63.1,29.73,Healthy,4.4,23,2,0,Night
ORD_00758,CUST_0461,REST_047,2026-04-19 10:22:17,100.0,2,Heavy Rain,Medium,Delivered,32.0,DEL_00758,DRV_0316,8.39,32.0,95.4,12.82,Desserts,4.4,10,6,1,Morning
ORD_00759,CUST_0208,REST_033,2026-05-03 00:24:59,100.0,3,Clear,High,Delivered,33.0,DEL_00759,DRV_0403,7.84,33.0,78.0,19.92,Fast Food,4.1,0,6,1,Night
ORD_00760,CUST_0792,REST_043,2026-01-03 11:05:36,182.85,4,Rain,Medium,Delivered,16.0,DEL_00760,DRV_0355,9.73,16.0,87.9,36.34,Fast Food,3.7,11,5,1,Morning
ORD_00761,CUST_0717,REST_091,2026-04-12 22:19:26,145.12,5,Rain,High,Delivered,16.0,DEL_00761,DRV_0448,7.12,16.0,89.3,33.16,Cafe,4.6,22,6,1,Night
ORD_00762,CUST_0664,REST_029,2026-04-21 00:25:47,100.0,6,Clear,Low,Delivered,30.0,DEL_00762,DRV_0035,4.08,30.0,40.8,20.08,Pizza,3.9,0,1,0,Night
ORD_00763,CUST_0438,REST_057,2026-06-22 02:28:52,100.0,4,Rain,Medium,Delivered,28.0,DEL_00763,DRV_0126,5.1,28.0,71.4,16.62,Desserts,4.7,2,0,0,Night
ORD_00764,CUST_0538,REST_005,2026-06-26 22:04:38,113.78,4,Clear,Medium,Delivered,41.0,DEL_00764,DRV_0417,2.98,41.0,72.9,23.03,Chinese,4.4,22,4,0,Night
ORD_00765,CUST_0706,REST_093,2026-03-30 09:30:31,201.66,5,Clear,High,Delivered,21.0,DEL_00765,DRV_0323,3.6,21.0,64.2,37.5,Indian,3.8,9,0,0,Morning
ORD_00766,CUST_0336,REST_096,2026-01-06 12:58:59,180.64,2,Clear,Medium,Delivered,28.0,DEL_00766,DRV_0496,6.51,28.0,81.5,37.52,Biryani,3.3,12,1,0,Afternoon
ORD_00767,CUST_0422,REST_060,2026-04-03 09:22:09,137.6,1,Rain,Medium,Delivered,23.0,DEL_00767,DRV_0469,1.67,23.0,43.9,33.92,Chinese,4.2,9,4,0,Morning
ORD_00768,CUST_0750,REST_070,2026-04-10 21:35:31,202.56,4,Cloudy,Low,Delivered,18.0,DEL_00768,DRV_0232,5.61,18.0,63.8,26.11,Desserts,4.2,21,4,0,Evening
ORD_00769,CUST_0321,REST_002,2026-01-24 11:26:06,321.18,1,Cloudy,Medium,Delivered,37.0,DEL_00769,DRV_0087,6.17,37.0,76.5,39.38,North Indian,4.2,11,5,1,Morning
ORD_00770,CUST_0497,REST_070,2026-06-02 16:53:57,225.15,6,Cloudy,Low,Delivered,17.0,DEL_00770,DRV_0304,6.73,17.0,57.4,17.52,Desserts,4.2,16,1,0,Afternoon
ORD_00771,CUST_0587,REST_043,2026-02-26 03:35:07,169.57,6,Clear,Low,Delivered,22.0,DEL_00771,DRV_0188,2.84,22.0,33.8,20.27,Fast Food,3.7,3,3,0,Night
ORD_00772,CUST_0947,REST_004,2026-01-23 13:55:08,302.0,6,Clear,Low,Delivered,12.0,DEL_00772,DRV_0493,10.69,12.0,67.0,44.3,Healthy,3.7,13,4,0,Afternoon
ORD_00773,CUST_0163,REST_056,2026-04-17 11:12:49,106.92,3,Cloudy,High,Delivered,31.0,DEL_00773,DRV_0045,6.14,31.0,79.6,13.11,Desserts,4.2,11,4,0,Morning
ORD_00774,CUST_0811,REST_093,2026-02-27 21:35:54,160.18,4,Heavy Rain,Medium,Delivered,17.0,DEL_00774,DRV_0331,8.0,17.0,86.7,16.29,Indian,3.8,21,4,0,Evening
ORD_00775,CUST_0541,REST_059,2026-03-03 10:33:55,162.29,6,Clear,High,Delivered,33.0,DEL_00775,DRV_0324,1.66,33.0,60.3,20.87,Pizza,4.0,10,1,0,Morning
ORD_00776,CUST_0165,REST_089,2026-05-21 17:06:43,100.0,3,Clear,High,Delivered,21.0,DEL_00776,DRV_0452,1.21,21.0,47.2,26.56,North Indian,4.1,17,3,0,Evening
ORD_00777,CUST_0849,REST_009,2026-06-16 16:26:37,143.89,6,Clear,High,Delivered,18.0,DEL_00777,DRV_0399,1.63,18.0,47.9,18.08,Biryani,4.6,16,1,0,Afternoon
ORD_00778,CUST_0698,REST_003,2026-05-29 18:41:53,100.0,2,Clear,High,Delivered,8.0,DEL_00778,DRV_0348,4.58,8.0,49.4,18.75,South Indian,4.4,18,4,0,Evening
ORD_00779,CUST_0566,REST_090,2026-01-03 04:58:21,518.89,4,Clear,High,Delivered,39.0,DEL_00779,DRV_0484,6.88,39.0,86.5,52.11,North Indian,4.2,4,5,1,Night
ORD_00780,CUST_0295,REST_048,2026-03-07 08:18:36,108.25,3,Cloudy,Low,Delivered,34.0,DEL_00780,DRV_0072,3.48,34.0,47.0,11.94,Chinese,4.0,8,5,1,Morning
ORD_00781,CUST_0042,REST_043,2026-01-18 01:35:42,433.7,6,Clear,Low,Delivered,24.0,DEL_00781,DRV_0216,3.61,24.0,46.2,36.6,Fast Food,3.7,1,6,1,Night
ORD_00782,CUST_0924,REST_091,2026-02-10 16:39:54,185.11,3,Clear,Medium,Delivered,14.0,DEL_00782,DRV_0098,0.81,14.0,33.7,10.28,Cafe,4.6,16,1,0,Afternoon
ORD_00783,CUST_0285,REST_100,2026-01-26 10:52:52,247.32,6,Rain,Medium,Delivered,30.0,DEL_00783,DRV_0271,3.62,30.0,58.2,34.45,Pizza,3.9,10,0,0,Morning
ORD_00784,CUST_0939,REST_096,2026-01-27 23:42:50,138.54,2,Heavy Rain,Low,Delivered,27.0,DEL_00784,DRV_0407,3.52,27.0,67.3,9.84,Biryani,3.3,23,1,0,Night
ORD_00785,CUST_0387,REST_001,2026-04-01 21:31:35,203.23,1,Clear,Medium,Delivered,13.0,DEL_00785,DRV_0444,2.35,13.0,43.7,41.66,Pizza,4.8,21,2,0,Evening
ORD_00786,CUST_0138,REST_057,2026-05-22 12:31:26,259.24,6,Cloudy,Medium,Delivered,20.0,DEL_00786,DRV_0091,3.05,20.0,65.1,15.11,Desserts,4.7,12,4,0,Afternoon
ORD_00787,CUST_0187,REST_053,2026-01-23 06:16:53,261.26,1,Clear,High,Delivered,25.0,DEL_00787,DRV_0142,9.72,25.0,88.5,45.75,Desserts,5.0,6,4,0,Morning
ORD_00788,CUST_0910,REST_016,2026-01-11 10:42:42,277.58,4,Rain,Medium,Delivered,27.0,DEL_00788,DRV_0117,4.85,27.0,72.0,42.18,Indian,3.7,10,6,1,Morning
ORD_00789,CUST_0716,REST_051,2026-05-28 13:13:25,148.03,2,Cloudy,Medium,Delivered,12.0,DEL_00789,DRV_0002,4.41,12.0,59.1,30.13,Healthy,3.6,13,3,0,Afternoon
ORD_00790,CUST_0431,REST_075,2026-04-30 02:47:34,139.18,4,Rain,Medium,Delivered,9.0,DEL_00790,DRV_0381,2.96,9.0,47.9,20.7,Fast Food,3.5,2,3,0,Night
ORD_00791,CUST_0554,REST_090,2026-05-11 07:31:17,100.0,1,Clear,Medium,Delivered,33.0,DEL_00791,DRV_0483,5.43,33.0,71.1,25.87,North Indian,4.2,7,0,0,Morning
ORD_00792,CUST_0862,REST_055,2026-02-21 00:19:37,241.72,2,Cloudy,High,Delivered,35.0,DEL_00792,DRV_0043,15.33,35.0,129.9,41.53,North Indian,4.2,0,5,1,Night
ORD_00794,CUST_0800,REST_090,2026-02-21 21:00:48,440.89,2,Clear,Medium,Delivered,33.0,DEL_00794,DRV_0144,3.46,33.0,70.5,63.3,North Indian,4.2,21,5,1,Evening
ORD_00795,CUST_0426,REST_028,2026-05-04 19:14:14,214.4,2,Clear,Medium,Delivered,21.0,DEL_00795,DRV_0342,3.81,21.0,53.3,18.31,Indian,4.4,19,0,0,Evening
ORD_00796,CUST_0416,REST_053,2026-01-28 07:20:03,118.92,5,Cloudy,Medium,Delivered,25.0,DEL_00796,DRV_0246,7.59,25.0,59.3,20.15,Desserts,5.0,7,2,0,Morning
ORD_00797,CUST_0026,REST_058,2026-05-19 11:15:23,100.0,3,Cloudy,Low,Delivered,23.0,DEL_00797,DRV_0284,13.98,23.0,86.7,15.17,Fast Food,4.7,11,1,0,Morning
ORD_00798,CUST_0371,REST_073,2026-02-10 03:43:18,321.47,3,Clear,Low,Delivered,34.0,DEL_00798,DRV_0416,1.55,34.0,39.8,58.86,South Indian,3.9,3,1,0,Night
ORD_00800,CUST_0056,REST_059,2026-03-02 20:00:29,150.31,1,Clear,Medium,Delivered,36.0,DEL_00800,DRV_0214,3.79,36.0,71.5,16.15,Pizza,4.0,20,0,0,Evening
ORD_00801,CUST_0253,REST_022,2026-01-27 03:23:38,160.23,2,Clear,High,Delivered,25.0,DEL_00801,DRV_0107,7.56,25.0,81.6,32.24,Biryani,4.5,3,1,0,Night
ORD_00802,CUST_0634,REST_008,2026-05-16 04:23:24,174.48,6,Cloudy,Medium,Delivered,29.0,DEL_00802,DRV_0386,4.26,29.0,58.1,17.91,Desserts,4.5,4,5,1,Night
ORD_00803,CUST_0106,REST_049,2026-06-12 14:13:48,184.88,5,Clear,Low,Delivered,27.0,DEL_00803,DRV_0456,8.15,27.0,78.7,16.16,Cafe,3.6,14,4,0,Afternoon
ORD_00804,CUST_0130,REST_042,2026-04-19 16:00:17,195.58,6,Clear,Medium,Delivered,27.0,DEL_00804,DRV_0263,1.24,27.0,44.7,25.21,Healthy,5.0,16,6,1,Afternoon
ORD_00805,CUST_0849,REST_027,2026-04-09 09:19:36,100.0,1,Clear,Low,Delivered,26.0,DEL_00805,DRV_0294,5.89,26.0,54.5,19.25,South Indian,4.0,9,3,0,Morning
ORD_00806,CUST_0670,REST_039,2026-04-01 19:44:18,182.74,5,Cloudy,High,Delivered,28.0,DEL_00806,DRV_0176,7.56,28.0,103.0,29.05,Desserts,4.2,19,2,0,Evening
ORD_00807,CUST_0376,REST_083,2026-06-02 23:23:33,100.0,6,Clear,Medium,Delivered,18.0,DEL_00807,DRV_0469,1.09,18.0,37.7,19.49,Pizza,4.8,23,1,0,Night
ORD_00808,CUST_0743,REST_025,2026-03-31 01:12:35,271.16,1,Heavy Rain,High,Delivered,34.0,DEL_00808,DRV_0107,5.8,34.0,93.1,28.6,South Indian,4.0,1,1,0,Night
ORD_00809,CUST_0967,REST_038,2026-05-05 08:05:20,133.58,1,Clear,Medium,Delivered,37.0,DEL_00809,DRV_0086,1.84,37.0,57.6,14.88,Indian,3.7,8,1,0,Morning
ORD_00810,CUST_0308,REST_085,2026-03-25 19:06:16,100.0,1,Cloudy,High,Delivered,11.0,DEL_00810,DRV_0227,3.83,11.0,74.1,11.18,South Indian,3.4,19,2,0,Evening
ORD_00811,CUST_0091,REST_024,2026-02-26 04:00:58,115.84,5,Clear,Low,Delivered,36.0,DEL_00811,DRV_0082,3.59,36.0,52.9,15.62,Cafe,4.3,4,3,0,Night
ORD_00812,CUST_0393,REST_024,2026-06-11 04:20:30,132.48,6,Cloudy,Low,Delivered,36.0,DEL_00812,DRV_0329,1.9,36.0,51.6,22.87,Cafe,4.3,4,3,0,Night
ORD_00813,CUST_0534,REST_060,2026-05-17 14:07:49,348.93,6,Cloudy,Low,Delivered,18.0,DEL_00813,DRV_0241,4.61,18.0,55.3,55.71,Chinese,4.2,14,6,1,Afternoon
ORD_00814,CUST_0802,REST_083,2026-05-07 21:44:31,201.98,4,Clear,Medium,Delivered,16.0,DEL_00814,DRV_0002,3.57,16.0,54.6,1.65,Pizza,4.8,21,3,0,Evening
ORD_00815,CUST_0110,REST_050,2026-03-30 17:45:43,219.08,1,Clear,Medium,Delivered,21.0,DEL_00815,DRV_0251,3.0,21.0,44.3,7.06,Desserts,4.0,17,0,0,Evening
ORD_00817,CUST_0641,REST_014,2026-05-04 14:06:06,171.94,2,Clear,High,Delivered,30.0,DEL_00817,DRV_0426,7.62,30.0,101.0,26.17,Fast Food,5.0,14,0,0,Afternoon
ORD_00818,CUST_0585,REST_053,2026-04-11 02:40:49,274.46,4,Clear,Low,Delivered,22.0,DEL_00818,DRV_0081,5.45,22.0,46.6,47.95,Desserts,5.0,2,5,1,Night
ORD_00819,CUST_0340,REST_032,2026-03-05 00:27:18,264.05,4,Cloudy,Medium,Delivered,18.0,DEL_00819,DRV_0488,3.42,18.0,41.4,16.78,Healthy,3.9,0,3,0,Night
ORD_00820,CUST_0565,REST_096,2026-03-18 23:53:57,100.0,5,Rain,High,Delivered,35.0,DEL_00820,DRV_0404,1.33,35.0,69.9,21.44,Biryani,3.3,23,2,0,Night
ORD_00821,CUST_0979,REST_092,2026-02-08 05:09:37,407.54,4,Clear,Medium,Delivered,24.0,DEL_00821,DRV_0262,2.58,24.0,52.6,20.31,Indian,4.1,5,6,1,Night
ORD_00822,CUST_0356,REST_048,2026-02-19 17:24:31,100.0,6,Clear,High,Delivered,29.0,DEL_00822,DRV_0395,2.68,29.0,68.1,33.64,Chinese,4.0,17,3,0,Evening
ORD_00823,CUST_0892,REST_039,2026-01-05 13:15:45,300.23,5,Clear,Medium,Delivered,30.0,DEL_00823,DRV_0197,10.87,30.0,89.5,46.18,Desserts,4.2,13,0,0,Afternoon
ORD_00824,CUST_0168,REST_040,2026-04-23 22:50:11,100.0,5,Clear,Medium,Delivered,24.0,DEL_00824,DRV_0248,1.2,24.0,47.6,17.24,Desserts,4.1,22,3,0,Night
ORD_00825,CUST_0557,REST_042,2026-02-09 23:13:23,252.32,3,Rain,Low,Delivered,33.0,DEL_00825,DRV_0330,3.32,33.0,68.0,30.92,Healthy,5.0,23,0,0,Night
ORD_00826,CUST_0452,REST_077,2026-01-28 03:37:51,504.74,1,Cloudy,High,Delivered,14.0,DEL_00826,DRV_0471,5.89,14.0,62.3,33.28,Fast Food,4.1,3,2,0,Night
ORD_00827,CUST_0905,REST_076,2026-04-05 10:58:10,161.23,4,Clear,High,Delivered,17.0,DEL_00827,DRV_0481,4.72,17.0,59.6,20.68,Chinese,3.7,10,6,1,Morning
ORD_00828,CUST_0105,REST_008,2026-01-30 09:14:31,157.43,1,Clear,High,Delivered,30.0,DEL_00828,DRV_0296,3.51,30.0,59.9,21.14,Desserts,4.5,9,4,0,Morning
ORD_00829,CUST_0150,REST_079,2026-01-02 20:03:41,253.6,1,Rain,Medium,Delivered,30.0,DEL_00829,DRV_0384,2.33,30.0,78.6,34.81,Healthy,4.4,20,4,0,Evening
ORD_00830,CUST_0146,REST_026,2026-05-20 17:02:46,151.23,1,Clear,High,Delivered,41.0,DEL_00830,DRV_0036,5.75,41.0,76.3,33.57,Fast Food,3.0,17,2,0,Evening
ORD_00831,CUST_0716,REST_012,2026-05-24 00:33:05,492.78,5,Clear,Medium,Delivered,14.0,DEL_00831,DRV_0103,3.74,14.0,42.2,64.32,South Indian,4.6,0,6,1,Night
ORD_00832,CUST_0874,REST_043,2026-03-23 06:55:30,201.48,1,Cloudy,Medium,Delivered,17.0,DEL_00832,DRV_0435,10.91,17.0,82.2,34.26,Fast Food,3.7,6,0,0,Morning
ORD_00833,CUST_0299,REST_051,2026-01-09 04:33:29,152.0,4,Cloudy,High,Delivered,11.0,DEL_00833,DRV_0303,4.3,11.0,53.6,18.62,Healthy,3.6,4,4,0,Night
ORD_00834,CUST_0167,REST_091,2026-06-29 14:52:40,134.67,5,Clear,Low,Delivered,16.0,DEL_00834,DRV_0098,11.86,16.0,75.3,23.47,Cafe,4.6,14,0,0,Afternoon
ORD_00835,CUST_0713,REST_082,2026-06-04 20:09:37,108.51,4,Rain,Low,Delivered,36.0,DEL_00835,DRV_0145,5.0,36.0,76.5,17.95,Healthy,3.7,20,3,0,Evening
ORD_00836,CUST_0646,REST_100,2026-06-29 17:05:54,128.35,5,Clear,Medium,Delivered,28.0,DEL_00836,DRV_0282,3.16,28.0,65.0,17.73,Pizza,3.9,17,0,0,Evening
ORD_00837,CUST_0723,REST_063,2026-01-31 03:00:07,149.48,2,Cloudy,High,Delivered,14.0,DEL_00837,DRV_0437,2.96,14.0,52.8,35.75,Biryani,4.7,3,5,1,Night
ORD_00838,CUST_0048,REST_049,2026-01-03 15:54:59,138.63,2,Clear,Medium,Delivered,26.0,DEL_00838,DRV_0127,4.19,26.0,54.5,18.09,Cafe,3.6,15,5,1,Afternoon
ORD_00840,CUST_0239,REST_009,2026-01-11 15:04:01,575.0,2,Rain,High,Delivered,18.0,DEL_00840,DRV_0283,2.21,18.0,61.2,28.06,Biryani,4.6,15,6,1,Afternoon
ORD_00841,CUST_0007,REST_039,2026-03-12 21:11:17,102.87,5,Clear,Medium,Delivered,26.0,DEL_00841,DRV_0302,7.4,26.0,82.8,24.96,Desserts,4.2,21,3,0,Evening
ORD_00842,CUST_0464,REST_065,2026-05-08 10:42:27,196.5,1,Cloudy,Low,Delivered,21.0,DEL_00842,DRV_0067,5.58,21.0,49.1,26.52,South Indian,4.7,10,4,0,Morning
ORD_00843,CUST_0453,REST_071,2026-04-23 02:40:24,251.11,3,Rain,Medium,Delivered,28.0,DEL_00843,DRV_0379,2.14,28.0,59.6,42.52,Healthy,4.9,2,3,0,Night
ORD_00844,CUST_0784,REST_090,2026-06-11 13:38:27,256.35,6,Clear,High,Delivered,32.0,DEL_00844,DRV_0147,6.35,32.0,86.0,36.04,North Indian,4.2,13,3,0,Afternoon
ORD_00845,CUST_0897,REST_071,2026-03-22 18:48:56,175.52,3,Cloudy,Low,Delivered,26.0,DEL_00845,DRV_0328,3.62,26.0,38.8,23.64,Healthy,4.9,18,6,1,Evening
ORD_00846,CUST_0371,REST_007,2026-05-31 19:42:44,158.79,2,Rain,Medium,Delivered,19.0,DEL_00846,DRV_0081,5.62,19.0,76.0,35.52,Healthy,3.9,19,6,1,Evening
ORD_00847,CUST_0549,REST_072,2026-02-20 13:15:57,232.37,1,Cloudy,Low,Delivered,24.0,DEL_00847,DRV_0253,5.92,24.0,76.3,25.42,Chinese,3.8,13,4,0,Afternoon
ORD_00848,CUST_0487,REST_080,2026-01-05 08:33:50,209.89,4,Clear,Medium,Delivered,28.0,DEL_00848,DRV_0242,2.74,28.0,45.4,41.15,South Indian,5.0,8,0,0,Morning
ORD_00849,CUST_0211,REST_067,2026-01-12 14:27:55,157.21,1,Clear,Low,Delivered,13.0,DEL_00849,DRV_0065,12.67,13.0,82.0,23.87,North Indian,3.1,14,0,0,Afternoon
ORD_00850,CUST_0165,REST_010,2026-06-05 21:07:54,100.0,4,Clear,Medium,Delivered,24.0,DEL_00850,DRV_0071,2.8,24.0,64.9,11.37,Healthy,4.9,21,4,0,Evening
ORD_00851,CUST_0125,REST_071,2026-04-11 18:37:30,140.14,3,Clear,Medium,Delivered,27.0,DEL_00851,DRV_0036,5.87,27.0,62.6,21.59,Healthy,4.9,18,5,1,Evening
ORD_00852,CUST_0337,REST_085,2026-05-01 03:06:37,100.0,1,Cloudy,High,Delivered,17.0,DEL_00852,DRV_0067,2.56,17.0,47.7,21.37,South Indian,3.4,3,4,0,Night
ORD_00853,CUST_0192,REST_053,2026-02-15 10:58:46,125.59,1,Clear,Medium,Delivered,22.0,DEL_00853,DRV_0083,3.77,22.0,50.9,24.68,Desserts,5.0,10,6,1,Morning
ORD_00854,CUST_0730,REST_095,2026-03-10 03:36:43,184.62,6,Clear,High,Delivered,24.0,DEL_00854,DRV_0170,3.95,24.0,70.5,36.74,Pizza,3.7,3,1,0,Night
ORD_00855,CUST_0214,REST_087,2026-06-09 18:37:35,220.81,3,Clear,Medium,Delivered,8.0,DEL_00855,DRV_0475,7.35,8.0,51.3,18.94,Healthy,4.0,18,1,0,Evening
ORD_00857,CUST_0328,REST_091,2026-05-08 08:03:10,134.89,4,Cloudy,Low,Delivered,11.0,DEL_00857,DRV_0098,6.61,11.0,43.0,23.92,Cafe,4.6,8,4,0,Morning
ORD_00858,CUST_0957,REST_086,2026-04-24 12:45:53,277.56,1,Cloudy,High,Delivered,37.0,DEL_00858,DRV_0325,4.67,37.0,88.8,29.91,Chinese,3.8,12,4,0,Afternoon
ORD_00859,CUST_0381,REST_027,2026-02-07 17:56:05,214.49,4,Clear,Medium,Delivered,28.0,DEL_00859,DRV_0433,8.58,28.0,76.7,41.76,South Indian,4.0,17,5,1,Evening
ORD_00860,CUST_0673,REST_054,2026-06-19 19:22:55,369.74,2,Clear,High,Delivered,29.0,DEL_00860,DRV_0293,6.0,29.0,85.8,42.97,Healthy,4.2,19,4,0,Evening
ORD_00861,CUST_0578,REST_004,2026-04-11 02:40:54,248.87,1,Clear,Low,Delivered,16.0,DEL_00861,DRV_0250,5.03,16.0,40.8,20.97,Healthy,3.7,2,5,1,Night
