delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount
DEL_00981,ORD_00981,DRV_0091,3.06,16.0,39.6,23.93
DEL_00982,ORD_00982,DRV_0346,7.89,38.0,88.9,50.94
DEL_00983,ORD_00983,DRV_0351,2.49,22.0,55.1,59.12
DEL_00984,ORD_00984,DRV_0210,8.77,12.0,73.5,23.16
DEL_00985,ORD_00985,DRV_0258,4.04,18.0,51.2,28.45
DEL_00986,ORD_00986,DRV_0041,6.82,33.0,97.1,58.61
DEL_00987,ORD_00987,DRV_0215,2.08,35.0,48.6,13.02
DEL_00988,ORD_00988,DRV_0184,10.8,35.0,72.8,36.01
DEL_00989,ORD_00989,DRV_0304,2.82,17.0,46.2,62.05
DEL_00990,ORD_00990,DRV_0241,3.77,16.0,58.3,21.88
DEL_00991,ORD_00991,DRV_0106,3.58,21.0,61.0,22.61
DEL_00992,ORD_00992,DRV_0022,0.62,17.0,40.1,18.12
DEL_00993,ORD_00993,DRV_0353,3.93,37.0,76.2,7.98
DEL_00994,ORD_00994,DRV_0245,2.4,40.0,58.0,59.8
DEL_00995,ORD_00995,DRV_0274,4.67,29.0,57.1,31.52
DEL_00996,ORD_00996,DRV_0079,5.34,13.0,46.1,23.33
DEL_00997,ORD_00997,DRV_0425,2.51,30.0,65.2,25.06
DEL_00998,ORD_00998,DRV_0323,2.57,26.0,68.8,20.09
DEL_00999,ORD_00999,DRV_0304,2.78,29.0,40.7,24.99
DEL_01000,ORD_01000,DRV_0378,4.82,40.0,63.8,35.54
DEL_01001,ORD_01001,DRV_0023,3.47,13.0,45.1,28.12
DEL_01002,ORD_01002,DRV_0111,2.57,32.0,68.3,23.09
DEL_01003,ORD_01003,DRV_0130,3.35,29.0,48.9,21.72
DEL_01004,ORD_01004,DRV_0362,7.81,29.0,80.2,28.67
DEL_01005,ORD_01005,DRV_0260,4.63,12.0,63.8,21.89
DEL_01006,ORD_01006,DRV_0154,3.13,24.0,47.0,22.74
DEL_01007,ORD_01007,DRV_0019,8.97,23.0,74.9,34.49
DEL_01008,ORD_01008,DRV_0049,5.79,31.0,94.0,91.54
DEL_01009,ORD_01009,DRV_0074,1.3,17.0,52.1,59.77
DEL_01010,ORD_01010,DRV_0214,6.68,24.0,82.6,26.67
DEL_01011,ORD_01011,DRV_0053,11.33,32.0,73.7,15.38
DEL_01012,ORD_01012,DRV_0390,6.93,25.0,63.2,37.78
DEL_01013,ORD_01013,DRV_0190,2.92,38.0,64.3,26.03
DEL_01014,ORD_01014,DRV_0129,4.04,26.0,49.8,18.17
DEL_01015,ORD_01015,DRV_0491,1.2,33.0,64.6,7.41
DEL_01016,ORD_01016,DRV_0144,6.44,21.0,65.8,24.91
DEL_01017,ORD_01017,DRV_0248,3.76,23.0,50.8,26.64
DEL_01018,ORD_01018,DRV_0180,2.75,30.0,66.8,20.5
DEL_01019,ORD_01019,DRV_0007,3.85,26.0,49.4,27.3
DEL_01020,ORD_01020,DRV_0344,1.32,27.0,42.7,11.41
DEL_01021,ORD_01021,DRV_0291,1.45,34.0,43.0,22.09
DEL_01022,ORD_01022,DRV_0206,1.82,29.0,48.8,30.33
DEL_01023,ORD_01023,DRV_0068,0.67,17.0,29.0,21.03
DEL_01024,ORD_01024,DRV_0361,2.99,27.0,65.3,26.33
DEL_01025,ORD_01025,DRV_0143,2.19,33.0,64.2,33.29
DEL_01026,ORD_01026,DRV_0108,8.01,29.0,71.4,16.22
DEL_01027,ORD_01027,DRV_0185,2.04,13.0,54.8,11.12
DEL_01028,ORD_01028,DRV_0240,6.05,20.0,67.8,19.27
DEL_01029,ORD_01029,DRV_0151,2.46,16.0,39.7,15.99
DEL_01030,ORD_01030,DRV_0211,4.75,32.0,53.6,13.75
DEL_01031,ORD_01031,DRV_0078,9.21,32.0,87.9,42.63
DEL_01032,ORD_01032,DRV_0475,1.83,16.0,39.5,29.94
DEL_01033,ORD_01033,DRV_0228,10.04,41.0,101.3,28.24
DEL_01034,ORD_01034,DRV_0247,6.69,23.0,73.9,10.03
DEL_01035,ORD_01035,DRV_0381,5.36,25.0,72.4,18.75
DEL_01036,ORD_01036,DRV_0102,4.63,12.0,58.4,19.55
DEL_01037,ORD_01037,DRV_0214,4.09,26.0,81.4,36.13
DEL_01038,ORD_01038,DRV_0139,7.54,36.0,73.6,34.35
DEL_01039,ORD_01039,DRV_0388,4.09,21.0,43.6,27.43
DEL_01040,ORD_01040,DRV_0186,3.54,12.0,55.3,12.38
DEL_01041,ORD_01041,DRV_0480,6.23,35.0,71.5,34.46
DEL_01042,ORD_01042,DRV_0168,2.45,37.0,77.8,36.91
DEL_01043,ORD_01043,DRV_0489,11.81,25.0,80.3,83.93
DEL_01044,ORD_01044,DRV_0058,5.28,26.0,60.8,41.09
DEL_01045,ORD_01045,DRV_0119,3.76,38.0,76.3,24.04
DEL_01046,ORD_01046,DRV_0088,3.71,17.0,38.8,30.87
DEL_01047,ORD_01047,DRV_0122,3.44,23.0,46.1,18.53
DEL_01048,ORD_01048,DRV_0482,5.76,24.0,51.4,19.24
DEL_01049,ORD_01049,DRV_0244,4.71,33.0,92.0,39.51
DEL_01050,ORD_01050,DRV_0067,3.96,28.0,66.4,31.13
DEL_01051,ORD_01051,DRV_0294,8.6,20.0,76.7,26.72
DEL_01052,ORD_01052,DRV_0130,9.53,25.0,77.4,22.12
DEL_01053,ORD_01053,DRV_0343,1.94,22.0,46.7,48.7
DEL_01054,ORD_01054,DRV_0040,3.67,12.0,37.0,12.56
DEL_01055,ORD_01055,DRV_0212,3.18,17.0,48.6,22.12
DEL_01056,ORD_01056,DRV_0056,2.92,26.0,50.2,12.57
DEL_01057,ORD_01057,DRV_0200,3.13,12.0,49.5,23.26
DEL_01058,ORD_01058,DRV_0291,2.04,11.0,48.0,21.08
DEL_01059,ORD_01059,DRV_0305,6.76,17.0,60.0,27.08
DEL_01060,ORD_01060,DRV_0107,3.67,38.0,66.8,14.78
DEL_01061,ORD_01061,DRV_0195,4.47,23.0,56.9,63.74
DEL_01062,ORD_01062,DRV_0352,6.82,15.0,56.4,27.99
DEL_01063,ORD_01063,DRV_0122,1.99,21.0,54.6,27.18
DEL_01064,ORD_01064,DRV_0095,4.75,25.0,73.2,74.74
DEL_01065,ORD_01065,DRV_0428,1.59,25.0,50.0,28.77
DEL_01066,ORD_01066,DRV_0494,1.62,38.0,52.9,32.47
DEL_01067,ORD_01067,DRV_0287,4.19,25.0,75.6,19.07
DEL_01068,ORD_01068,DRV_0125,4.04,20.0,66.3,36.28
DEL_01069,ORD_01069,DRV_0449,2.0,13.0,38.0,29.23
DEL_01070,ORD_01070,DRV_0332,7.99,8.0,69.1,20.81
DEL_01071,ORD_01071,DRV_0126,0.79,16.0,40.4,27.81
DEL_01072,ORD_01072,DRV_0402,1.96,25.0,36.2,25.79
DEL_01073,ORD_01073,DRV_0344,3.18,29.0,63.9,19.46
DEL_01074,ORD_01074,DRV_0036,2.64,31.0,50.1,30.34
DEL_01075,ORD_01075,DRV_0446,1.79,17.0,63.2,40.8
DEL_01076,ORD_01076,DRV_0413,13.31,38.0,106.1,22.8
DEL_01077,ORD_01077,DRV_0217,6.99,25.0,81.4,22.48
DEL_01078,ORD_01078,DRV_0407,3.59,13.0,41.7,31.09
DEL_01079,ORD_01079,DRV_0003,8.51,42.0,83.0,15.15
DEL_01080,ORD_01080,DRV_0030,7.79,41.0,103.2,25.69
DEL_01081,ORD_01081,DRV_0465,2.67,21.0,67.8,18.57
DEL_01082,ORD_01082,DRV_0255,3.73,32.0,89.9,29.94
DEL_01083,ORD_01083,DRV_0045,4.13,17.0,55.6,17.81
DEL_01084,ORD_01084,DRV_0177,6.8,25.0,89.4,14.08
DEL_01085,ORD_01085,DRV_0222,5.59,15.0,65.9,27.35
DEL_01086,ORD_01086,DRV_0113,3.77,21.0,69.3,23.08
DEL_01087,ORD_01087,DRV_0122,2.78,31.0,67.2,67.38
DEL_01088,ORD_01088,DRV_0275,4.0,30.0,68.5,24.73
DEL_01089,ORD_01089,DRV_0448,1.76,25.0,40.9,20.53
DEL_01090,ORD_01090,DRV_0389,2.23,24.0,57.8,17.59
DEL_01091,ORD_01091,DRV_0232,3.51,30.0,46.1,24.8
DEL_01092,ORD_01092,DRV_0312,3.86,17.0,45.8,17.15
DEL_01093,ORD_01093,DRV_0418,11.1,17.0,86.1,23.77
DEL_01094,ORD_01094,DRV_0249,2.29,35.0,60.9,33.38
DEL_01095,ORD_01095,DRV_0329,0.94,8.0,24.2,21.51
DEL_01096,ORD_01096,DRV_0103,2.93,39.0,68.1,30.82
DEL_01097,ORD_01097,DRV_0176,2.58,32.0,46.8,32.04
DEL_01098,ORD_01098,DRV_0236,3.44,13.0,44.5,47.12
DEL_01099,ORD_01099,DRV_0282,3.08,32.0,56.2,39.45
DEL_01100,ORD_01100,DRV_0245,3.8,21.0,50.5,14.99
DEL_01101,ORD_01101,DRV_0133,6.81,24.0,74.8,13.05
DEL_01102,ORD_01102,DRV_0344,4.6,23.0,49.0,8.1
DEL_01103,ORD_01103,DRV_0159,2.55,19.0,51.4,23.24
DEL_01104,ORD_01104,DRV_0280,0.89,14.0,35.5,19.11
DEL_01105,ORD_01105,DRV_0341,5.64,36.0,68.4,16.07
DEL_01106,ORD_01106,DRV_0022,6.98,26.0,58.0,34.17
DEL_01107,ORD_01107,DRV_0102,3.06,25.0,51.7,15.79
DEL_01108,ORD_01108,DRV_0150,10.31,33.0,87.3,20.95
DEL_01109,ORD_01109,DRV_0469,5.49,35.0,63.5,14.06
DEL_01110,ORD_01110,DRV_0057,4.49,19.0,51.6,40.85
DEL_01111,ORD_01111,DRV_0158,3.67,11.0,61.5,25.05
DEL_01112,ORD_01112,DRV_0369,7.07,31.0,76.8,39.04
DEL_01113,ORD_01113,DRV_0303,9.92,24.0,75.5,40.38
DEL_01114,ORD_01114,DRV_0458,9.59,24.0,106.1,25.52
DEL_01115,ORD_01115,DRV_0195,4.08,33.0,71.4,26.27
DEL_01116,ORD_01116,DRV_0167,9.55,24.0,89.3,37.55
DEL_01117,ORD_01117,DRV_0477,2.49,18.0,63.7,67.61
DEL_01118,ORD_01118,DRV_0345,6.42,16.0,64.2,34.62
DEL_01119,ORD_01119,DRV_0194,2.27,27.0,63.1,24.96
DEL_01120,ORD_01120,DRV_0461,5.97,22.0,59.5,7.82
DEL_01121,ORD_01121,DRV_0347,5.96,28.0,81.8,16.37
DEL_01122,ORD_01122,DRV_0413,3.06,33.0,61.0,44.11
DEL_01123,ORD_01123,DRV_0398,2.54,16.0,44.7,22.16
DEL_01124,ORD_01124,DRV_0260,8.98,17.0,59.6,82.63
DEL_01125,ORD_01125,DRV_0200,1.9,19.0,38.4,34.39
DEL_01126,ORD_01126,DRV_0005,1.48,24.0,59.1,24.53
DEL_01127,ORD_01127,DRV_0300,5.29,11.0,63.3,37.82
DEL_01128,ORD_01128,DRV_0091,4.0,36.0,68.0,10.71
DEL_01129,ORD_01129,DRV_0024,5.24,32.0,71.8,33.49
DEL_01130,ORD_01130,DRV_0236,2.65,35.0,71.5,40.02
DEL_01131,ORD_01131,DRV_0235,2.81,31.0,58.0,19.62
DEL_01132,ORD_01132,DRV_0226,4.08,28.0,48.7,43.72
DEL_01133,ORD_01133,DRV_0028,4.12,27.0,61.3,28.29
DEL_01134,ORD_01134,DRV_0152,3.93,25.0,72.8,15.4
DEL_01135,ORD_01135,DRV_0384,9.83,39.0,101.2,11.71
DEL_01136,ORD_01136,DRV_0246,10.34,33.0,85.6,21.48
DEL_01137,ORD_01137,DRV_0005,1.81,14.0,37.7,24.82
DEL_01138,ORD_01138,DRV_0013,5.29,22.0,69.4,24.38
DEL_01139,ORD_01139,DRV_0466,2.05,36.0,75.8,25.42
DEL_01140,ORD_01140,DRV_0055,11.53,37.0,96.0,32.41
DEL_01141,ORD_01141,DRV_0465,2.86,21.0,62.2,47.22
DEL_01142,ORD_01142,DRV_0286,3.45,32.0,57.3,24.3
DEL_01143,ORD_01143,DRV_0102,6.96,17.0,66.7,22.0
DEL_01144,ORD_01144,DRV_0339,2.22,27.0,37.0,8.38
DEL_01145,ORD_01145,DRV_0214,1.46,22.0,43.0,27.62
DEL_01146,ORD_01146,DRV_0433,2.19,37.0,62.0,19.17
DEL_01147,ORD_01147,DRV_0113,7.74,34.0,82.1,44.49
DEL_01148,ORD_01148,DRV_0338,3.24,27.0,57.3,16.06
DEL_01149,ORD_01149,DRV_0090,7.39,19.0,55.9,12.78
DEL_01150,ORD_01150,DRV_0271,4.2,31.0,54.4,54.01
DEL_01151,ORD_01151,DRV_0247,1.22,34.0,48.4,19.29
DEL_01152,ORD_01152,DRV_0476,2.61,17.0,35.1,13.26
DEL_01153,ORD_01153,DRV_0030,4.91,25.0,72.5,17.14
DEL_01154,ORD_01154,DRV_0028,0.73,19.0,25.3,36.2
DEL_01155,ORD_01155,DRV_0468,5.47,33.0,76.6,16.97
DEL_01156,ORD_01156,DRV_0388,1.47,24.0,38.9,26.59
DEL_01157,ORD_01157,DRV_0068,2.73,14.0,35.6,36.06
DEL_01158,ORD_01158,DRV_0357,9.91,40.0,98.0,60.64
DEL_01159,ORD_01159,DRV_0143,10.04,23.0,82.6,30.03
DEL_01160,ORD_01160,DRV_0034,5.83,13.0,54.3,72.46
DEL_01161,ORD_01161,DRV_0459,4.57,18.0,75.3,15.58
DEL_01162,ORD_01162,DRV_0471,2.85,33.0,76.3,18.21
DEL_01163,ORD_01163,DRV_0355,1.18,20.0,40.2,47.99
DEL_01164,ORD_01164,DRV_0427,1.07,21.0,52.6,21.27
DEL_01165,ORD_01165,DRV_0227,4.2,30.0,56.7,11.24
DEL_01166,ORD_01166,DRV_0203,3.4,31.0,70.6,24.7
DEL_01167,ORD_01167,DRV_0061,3.0,18.0,42.6,17.99
DEL_01168,ORD_01168,DRV_0191,8.54,20.0,93.6,20.54
DEL_01169,ORD_01169,DRV_0002,2.16,35.0,71.1,22.11
DEL_01170,ORD_01170,DRV_0118,16.61,23.0,103.0,34.53
DEL_01171,ORD_01171,DRV_0308,15.51,10.0,90.8,40.19
DEL_01172,ORD_01172,DRV_0052,6.86,32.0,58.5,45.38
DEL_01173,ORD_01173,DRV_0015,3.38,28.0,63.1,9.06
DEL_01174,ORD_01174,DRV_0424,0.96,22.0,31.0,46.88
DEL_01175,ORD_01175,DRV_0284,6.67,39.0,70.8,29.88
DEL_01176,ORD_01176,DRV_0479,13.88,25.0,100.5,48.69
DEL_01177,ORD_01177,DRV_0096,18.33,10.0,103.4,15.33
DEL_01178,ORD_01178,DRV_0098,2.27,20.0,47.1,35.63
DEL_01179,ORD_01179,DRV_0055,7.03,17.0,62.2,30.76
DEL_01180,ORD_01180,DRV_0434,1.74,19.0,31.6,41.02
DEL_01181,ORD_01181,DRV_0278,1.0,30.0,51.8,17.6
DEL_01182,ORD_01182,DRV_0413,8.4,10.0,59.9,27.13
DEL_01183,ORD_01183,DRV_0245,2.86,17.0,39.0,37.76
DEL_01184,ORD_01184,DRV_0328,3.42,19.0,56.8,45.64
DEL_01185,ORD_01185,DRV_0470,3.37,21.0,50.6,32.55
DEL_01186,ORD_01186,DRV_0396,0.5,24.0,35.0,69.03
DEL_01187,ORD_01187,DRV_0471,3.4,34.0,51.3,11.69
DEL_01188,ORD_01188,DRV_0038,9.5,17.0,77.9,25.91
DEL_01189,ORD_01189,DRV_0120,3.1,31.0,70.6,28.29
DEL_01190,ORD_01190,DRV_0258,4.8,37.0,72.9,24.29
DEL_01191,ORD_01191,DRV_0140,1.22,33.0,43.0,39.31
DEL_01192,ORD_01192,DRV_0183,6.62,27.0,52.3,17.27
DEL_01193,ORD_01193,DRV_0213,2.92,27.0,53.3,44.97
DEL_01194,ORD_01194,DRV_0126,2.13,13.0,36.0,63.83
DEL_01195,ORD_01195,DRV_0140,2.09,16.0,48.9,28.02
DEL_01196,ORD_01196,DRV_0109,13.23,23.0,107.4,37.74
DEL_01197,ORD_01197,DRV_0479,0.71,27.0,52.5,18.38
DEL_01198,ORD_01198,DRV_0009,5.97,28.0,71.1,17.46
DEL_01199,ORD_01199,DRV_0463,0.84,32.0,38.7,40.33
DEL_01200,ORD_01200,DRV_0032,6.02,35.0,58.7,29.16
DEL_01201,ORD_01201,DRV_0235,2.35,20.0,35.9,22.48
DEL_01202,ORD_01202,DRV_0073,5.95,29.0,52.6,29.08
DEL_01203,ORD_01203,DRV_0472,3.73,17.0,48.0,18.89
DEL_01204,ORD_01204,DRV_0136,4.97,17.0,47.7,20.75
DEL_01205,ORD_01205,DRV_0254,4.5,27.0,66.9,21.95
DEL_01206,ORD_01206,DRV_0116,4.44,20.0,54.3,18.23
DEL_01207,ORD_01207,DRV_0156,0.97,15.0,35.1,14.78
DEL_01208,ORD_01208,DRV_0440,2.04,35.0,77.4,69.6
DEL_01209,ORD_01209,DRV_0082,7.06,34.0,84.8,16.09
DEL_01210,ORD_01210,DRV_0107,2.76,32.0,55.5,38.88
DEL_01211,ORD_01211,DRV_0229,3.67,23.0,53.5,21.13
DEL_01212,ORD_01212,DRV_0292,1.88,25.0,56.9,27.72
DEL_01213,ORD_01213,DRV_0117,2.23,22.0,50.9,18.06
DEL_01214,ORD_01214,DRV_0421,11.91,30.0,82.4,16.03
DEL_01215,ORD_01215,DRV_0288,9.88,32.0,98.2,15.32
DEL_01216,ORD_01216,DRV_0213,6.01,17.0,58.5,52.89
DEL_01217,ORD_01217,DRV_0167,6.39,17.0,60.0,75.15
DEL_01218,ORD_01218,DRV_0049,5.13,18.0,57.4,12.69
DEL_01219,ORD_01219,DRV_0221,4.13,26.0,70.9,14.08
DEL_01220,ORD_01220,DRV_0402,12.38,17.0,89.1,36.99
DEL_01221,ORD_01221,DRV_0279,2.86,31.0,47.1,15.64
DEL_01222,ORD_01222,DRV_0289,2.34,35.0,58.1,42.36
DEL_01223,ORD_01223,DRV_0368,3.09,33.0,69.0,29.14
DEL_01224,ORD_01224,DRV_0457,3.06,20.0,57.0,66.96
DEL_01225,ORD_01225,DRV_0492,7.21,18.0,69.4,14.72
DEL_01226,ORD_01226,DRV_0179,2.44,32.0,61.4,22.61
DEL_01227,ORD_01227,DRV_0171,4.05,25.0,51.6,22.03
DEL_01228,ORD_01228,DRV_0486,5.37,10.0,39.2,23.9
DEL_01229,ORD_01229,DRV_0004,4.54,25.0,70.0,29.13
DEL_01230,ORD_01230,DRV_0336,1.67,25.0,47.1,23.98
DEL_01231,ORD_01231,DRV_0195,5.34,30.0,55.7,25.96
DEL_01232,ORD_01232,DRV_0456,4.77,14.0,53.4,18.98
DEL_01233,ORD_01233,DRV_0464,5.96,37.0,83.8,10.67
DEL_01234,ORD_01234,DRV_0381,5.68,9.0,66.7,22.1
DEL_01235,ORD_01235,DRV_0258,5.87,15.0,71.0,25.52
DEL_01236,ORD_01236,DRV_0045,0.56,10.0,25.7,72.59
DEL_01237,ORD_01237,DRV_0467,2.12,29.0,59.8,14.46
DEL_01238,ORD_01238,DRV_0344,7.69,7.0,65.8,23.48
DEL_01239,ORD_01239,DRV_0208,2.4,35.0,50.5,30.67
DEL_01240,ORD_01240,DRV_0115,8.0,21.0,80.6,11.42
DEL_01241,ORD_01241,DRV_0424,3.05,28.0,52.3,29.82
DEL_01242,ORD_01242,DRV_0130,2.64,17.0,41.4,11.37
DEL_01243,ORD_01243,DRV_0160,3.12,32.0,64.9,22.72
DEL_01244,ORD_01244,DRV_0001,20.0,21.0,101.8,21.6
DEL_01245,ORD_01245,DRV_0497,3.82,25.0,68.5,33.28
DEL_01246,ORD_01246,DRV_0274,6.78,34.0,72.1,34.18
DEL_01247,ORD_01247,DRV_0487,16.74,32.0,117.9,15.99
DEL_01248,ORD_01248,DRV_0448,5.52,15.0,81.3,11.4
DEL_01249,ORD_01249,DRV_0160,11.93,30.0,88.7,14.39
DEL_01250,ORD_01250,DRV_0265,7.59,15.0,59.4,47.21
DEL_01251,ORD_01251,DRV_0311,6.02,32.0,74.0,33.77
DEL_01252,ORD_01252,DRV_0323,1.63,19.0,62.9,44.45
DEL_01253,ORD_01253,DRV_0248,3.39,36.0,57.6,48.65
DEL_01254,ORD_01254,DRV_0024,5.53,20.0,64.5,23.58
DEL_01255,ORD_01255,DRV_0377,2.68,32.0,57.2,20.04
DEL_01256,ORD_01256,DRV_0267,5.8,25.0,93.5,35.13
DEL_01257,ORD_01257,DRV_0156,3.73,30.0,65.0,48.83
DEL_01258,ORD_01258,DRV_0272,2.18,33.0,49.9,3.53
DEL_01259,ORD_01259,DRV_0093,6.77,23.0,69.8,31.54
DEL_01260,ORD_01260,DRV_0361,5.11,18.0,42.9,19.29
DEL_01261,ORD_01261,DRV_0012,6.0,17.0,52.1,24.51
DEL_01262,ORD_01262,DRV_0238,4.59,16.0,57.1,21.3
DEL_01263,ORD_01263,DRV_0121,2.95,37.0,56.2,28.04
DEL_01264,ORD_01264,DRV_0452,3.99,19.0,44.6,15.72
DEL_01265,ORD_01265,DRV_0090,2.74,33.0,65.5,23.74
DEL_01266,ORD_01266,DRV_0388,10.7,15.0,83.3,28.9
DEL_01267,ORD_01267,DRV_0075,5.2,38.0,89.8,24.38
DEL_01268,ORD_01268,DRV_0322,4.07,24.0,51.1,46.7
DEL_01269,ORD_01269,DRV_0031,3.56,33.0,61.2,12.28
DEL_01270,ORD_01270,DRV_0440,2.07,38.0,57.5,31.51
DEL_01271,ORD_01271,DRV_0434,5.35,38.0,50.6,20.15
DEL_01272,ORD_01272,DRV_0195,1.75,29.0,58.7,5.58
DEL_01273,ORD_01273,DRV_0089,9.38,16.0,67.1,18.71
DEL_01274,ORD_01274,DRV_0098,6.54,22.0,79.5,23.39
DEL_01275,ORD_01275,DRV_0129,2.36,20.0,41.3,27.33
DEL_01276,ORD_01276,DRV_0453,9.51,33.0,86.4,16.13
DEL_01277,ORD_01277,DRV_0295,3.8,16.0,57.7,21.1
DEL_01278,ORD_01278,DRV_0436,6.26,25.0,78.4,48.14
DEL_01279,ORD_01279,DRV_0095,3.75,35.0,54.1,23.78
DEL_01280,ORD_01280,DRV_0164,3.83,6.0,36.2,16.52
DEL_01281,ORD_01281,DRV_0451,7.98,15.0,81.6,17.45
DEL_01282,ORD_01282,DRV_0230,4.13,8.0,43.0,22.16
DEL_01283,ORD_01283,DRV_0140,3.05,34.0,57.6,21.17
DEL_01284,ORD_01284,DRV_0317,2.64,38.0,52.3,18.4
DEL_01285,ORD_01285,DRV_0464,3.57,41.0,69.4,42.75
DEL_01286,ORD_01286,DRV_0328,12.95,33.0,102.0,16.88
DEL_01287,ORD_01287,DRV_0395,5.1,40.0,77.1,25.14
DEL_01288,ORD_01288,DRV_0109,2.24,27.0,56.3,25.85
DEL_01289,ORD_01289,DRV_0014,5.02,18.0,78.5,15.16
DEL_01290,ORD_01290,DRV_0475,9.42,26.0,85.0,10.58
DEL_01291,ORD_01291,DRV_0466,9.6,22.0,71.6,5.42
DEL_01292,ORD_01292,DRV_0438,5.53,40.0,69.4,15.08
DEL_01293,ORD_01293,DRV_0392,7.44,16.0,74.8,7.3
DEL_01294,ORD_01294,DRV_0161,4.12,17.0,43.2,25.62
DEL_01295,ORD_01295,DRV_0132,3.51,17.0,56.7,23.77
DEL_01296,ORD_01296,DRV_0113,2.4,19.0,38.8,18.91
DEL_01297,ORD_01297,DRV_0286,2.66,14.0,65.5,12.62
DEL_01298,ORD_01298,DRV_0340,4.11,18.0,58.2,28.21
DEL_01299,ORD_01299,DRV_0094,7.08,42.0,74.0,31.67
DEL_01300,ORD_01300,DRV_0347,4.31,43.0,74.7,20.61
DEL_01301,ORD_01301,DRV_0089,2.7,27.0,40.8,23.9
DEL_01302,ORD_01302,DRV_0310,8.23,38.0,84.6,32.83
DEL_01303,ORD_01303,DRV_0134,9.03,41.0,79.4,23.48
DEL_01304,ORD_01304,DRV_0261,2.86,33.0,78.9,28.69
DEL_01305,ORD_01305,DRV_0206,3.88,21.0,58.6,12.08
DEL_01306,ORD_01306,DRV_0307,1.66,28.0,54.5,27.22
DEL_01307,ORD_01307,DRV_0398,7.23,25.0,77.0,12.47
DEL_01308,ORD_01308,DRV_0034,1.05,20.0,46.8,34.37
DEL_01309,ORD_01309,DRV_0169,4.25,26.0,60.2,14.58
DEL_01310,ORD_01310,DRV_0345,4.91,27.0,68.6,18.56
DEL_01311,ORD_01311,DRV_0423,2.85,40.0,76.3,21.57
DEL_01312,ORD_01312,DRV_0146,2.71,18.0,32.5,17.01
DEL_01313,ORD_01313,DRV_0020,6.2,27.0,48.0,10.56
DEL_01314,ORD_01314,DRV_0107,5.28,15.0,59.7,56.47
DEL_01315,ORD_01315,DRV_0136,6.42,32.0,67.9,28.73
DEL_01316,ORD_01316,DRV_0026,1.41,17.0,35.4,21.14
DEL_01317,ORD_01317,DRV_0246,9.78,11.0,71.8,36.79
DEL_01318,ORD_01318,DRV_0341,10.24,10.0,60.3,20.92
DEL_01319,ORD_01319,DRV_0155,4.82,36.0,54.5,55.14
DEL_01320,ORD_01320,DRV_0416,3.46,31.0,60.9,18.53
DEL_01321,ORD_01321,DRV_0042,4.09,38.0,70.1,29.51
DEL_01322,ORD_01322,DRV_0178,8.99,29.0,102.8,24.78
DEL_01323,ORD_01323,DRV_0081,2.67,41.0,63.3,82.83
DEL_01324,ORD_01324,DRV_0177,1.33,34.0,62.1,47.69
DEL_01325,ORD_01325,DRV_0193,6.21,10.0,44.8,26.64
DEL_01326,ORD_01326,DRV_0191,4.28,16.0,43.9,33.87
DEL_01327,ORD_01327,DRV_0283,8.63,40.0,78.9,34.54
DEL_01328,ORD_01328,DRV_0246,4.51,37.0,85.8,42.65
DEL_01329,ORD_01329,DRV_0100,13.09,24.0,82.8,14.74
DEL_01330,ORD_01330,DRV_0459,13.6,32.0,95.0,14.17
DEL_01331,ORD_01331,DRV_0489,3.12,12.0,40.2,15.57
DEL_01332,ORD_01332,DRV_0489,1.0,13.0,53.8,28.26
DEL_01333,ORD_01333,DRV_0035,4.92,34.0,81.8,37.24
DEL_01334,ORD_01334,DRV_0294,1.64,23.0,47.7,21.87
DEL_01335,ORD_01335,DRV_0294,1.49,33.0,56.7,26.23
DEL_01336,ORD_01336,DRV_0042,7.5,16.0,64.8,36.23
DEL_01337,ORD_01337,DRV_0170,5.33,42.0,94.8,20.4
DEL_01338,ORD_01338,DRV_0433,2.77,9.0,48.5,40.81
DEL_01339,ORD_01339,DRV_0495,4.5,17.0,75.8,94.74
DEL_01340,ORD_01340,DRV_0057,4.72,23.0,46.4,14.08
DEL_01341,ORD_01341,DRV_0356,5.25,26.0,64.3,48.97
DEL_01342,ORD_01342,DRV_0054,8.35,21.0,78.4,20.86
DEL_01343,ORD_01343,DRV_0394,4.16,12.0,40.2,37.89
DEL_01344,ORD_01344,DRV_0188,1.11,10.0,51.9,29.22
DEL_01345,ORD_01345,DRV_0296,10.4,28.0,66.6,25.64
DEL_01346,ORD_01346,DRV_0385,4.27,21.0,47.4,70.0
DEL_01347,ORD_01347,DRV_0376,2.71,33.0,76.2,34.8
DEL_01348,ORD_01348,DRV_0086,1.7,20.0,39.9,25.95
DEL_01349,ORD_01349,DRV_0064,4.7,31.0,60.3,11.13
DEL_01350,ORD_01350,DRV_0081,3.78,26.0,59.0,41.12
DEL_01351,ORD_01351,DRV_0268,2.3,38.0,71.1,16.69
DEL_01352,ORD_01352,DRV_0492,7.71,34.0,65.7,26.87
DEL_01353,ORD_01353,DRV_0185,1.94,19.0,27.1,16.47
DEL_01354,ORD_01354,DRV_0461,1.83,19.0,41.6,28.3
DEL_01355,ORD_01355,DRV_0345,2.66,31.0,48.2,40.63
DEL_01356,ORD_01356,DRV_0026,0.91,30.0,46.4,31.81
DEL_01357,ORD_01357,DRV_0238,1.11,37.0,57.7,77.28
