review_id,order_id,customer_id,rating,review_text
REV_01176,ORD_01176,CUST_0464,2,Delivery was very late and food was cold.
REV_01177,ORD_01177,CUST_0675,1,Very slow delivery and poor experience.
REV_01178,ORD_01178,CUST_0450,4,Loved the food and quick delivery.
REV_01179,ORD_01179,CUST_0331,3,Food was okay but delivery took some time.
REV_01180,ORD_01180,CUST_0253,5,Very good service and tasty food.
REV_01181,ORD_01181,CUST_0681,4,"Amazing experience, food arrived hot."
REV_01182,ORD_01182,CUST_0963,3,Food was decent but could be better.
REV_01183,ORD_01183,CUST_0285,4,Loved the food and quick delivery.
REV_01184,ORD_01184,CUST_0274,3,Delivery was acceptable.
REV_01185,ORD_01185,CUST_0020,4,"Amazing experience, food arrived hot."
REV_01186,ORD_01186,CUST_0239,4,Food was delicious and delivery was fast.
REV_01187,ORD_01187,CUST_0270,4,Great food and excellent service.
REV_01188,ORD_01188,CUST_0418,3,Delivery was acceptable.
REV_01189,ORD_01189,CUST_0945,3,Food was okay but delivery took some time.
REV_01190,ORD_01190,CUST_0310,3,The experience was okay.
REV_01191,ORD_01191,CUST_0031,4,Loved the food and quick delivery.
REV_01192,ORD_01192,CUST_0826,3,Food was decent but could be better.
REV_01193,ORD_01193,CUST_0104,4,Loved the food and quick delivery.
REV_01194,ORD_01194,CUST_0682,4,Great food and excellent service.
REV_01195,ORD_01195,CUST_0186,4,Food was delicious and delivery was fast.
REV_01196,ORD_01196,CUST_0128,3,Delivery was acceptable.
REV_01197,ORD_01197,CUST_0210,4,"Amazing experience, food arrived hot."
REV_01198,ORD_01198,CUST_0414,3,Delivery was acceptable.
REV_01199,ORD_01199,CUST_0281,4,Food was delicious and delivery was fast.
REV_01200,ORD_01200,CUST_0959,2,Food arrived late.
REV_01201,ORD_01201,CUST_0253,3,Food was okay but delivery took some time.
REV_01202,ORD_01202,CUST_0019,5,Food was delicious and delivery was fast.
REV_01203,ORD_01203,CUST_0712,5,"Amazing experience, food arrived hot."
REV_01204,ORD_01204,CUST_0732,3,Delivery was acceptable.
REV_01205,ORD_01205,CUST_0136,3,Food was okay but delivery took some time.
REV_01206,ORD_01206,CUST_0223,5,Food was delicious and delivery was fast.
REV_01207,ORD_01207,CUST_0003,4,Great food and excellent service.
REV_01208,ORD_01208,CUST_0963,4,Loved the food and quick delivery.
REV_01209,ORD_01209,CUST_0236,2,Food arrived late.
REV_01210,ORD_01210,CUST_0854,3,Delivery was acceptable.
REV_01211,ORD_01211,CUST_0465,4,Very good service and tasty food.
REV_01212,ORD_01212,CUST_0228,3,Food was decent but could be better.
REV_01213,ORD_01213,CUST_0913,4,Loved the food and quick delivery.
REV_01214,ORD_01214,CUST_0654,2,Order was delayed and food was not hot.
REV_01215,ORD_01215,CUST_0499,2,The delivery took too long.
REV_01216,ORD_01216,CUST_0521,3,Average experience.
REV_01217,ORD_01217,CUST_0702,2,Order was delayed and food was not hot.
REV_01218,ORD_01218,CUST_0862,3,Food was okay but delivery took some time.
REV_01219,ORD_01219,CUST_0917,2,Order was delayed and food was not hot.
REV_01220,ORD_01220,CUST_0972,1,The delivery took too long.
REV_01221,ORD_01221,CUST_0677,4,Very good service and tasty food.
REV_01222,ORD_01222,CUST_0992,3,Food was decent but could be better.
REV_01223,ORD_01223,CUST_0139,2,Delivery was very late and food was cold.
REV_01224,ORD_01224,CUST_0276,3,Food was decent but could be better.
REV_01225,ORD_01225,CUST_0291,3,Average experience.
REV_01226,ORD_01226,CUST_0053,3,Delivery was acceptable.
REV_01227,ORD_01227,CUST_0687,3,Delivery was acceptable.
REV_01228,ORD_01228,CUST_0110,4,Great food and excellent service.
REV_01229,ORD_01229,CUST_0715,3,Food was decent but could be better.
REV_01230,ORD_01230,CUST_0948,4,Food was delicious and delivery was fast.
REV_01231,ORD_01231,CUST_0648,3,Food was decent but could be better.
REV_01232,ORD_01232,CUST_0004,4,Loved the food and quick delivery.
REV_01233,ORD_01233,CUST_0667,2,Very slow delivery and poor experience.
REV_01234,ORD_01234,CUST_0684,3,Food was okay but delivery took some time.
REV_01235,ORD_01235,CUST_0936,2,Order was delayed and food was not hot.
REV_01236,ORD_01236,CUST_0870,5,"Amazing experience, food arrived hot."
REV_01237,ORD_01237,CUST_0047,3,Average experience.
REV_01238,ORD_01238,CUST_0094,3,Food was okay but delivery took some time.
REV_01239,ORD_01239,CUST_0940,4,Very good service and tasty food.
REV_01240,ORD_01240,CUST_0560,2,Delivery was very late and food was cold.
REV_01241,ORD_01241,CUST_0752,3,Average experience.
REV_01242,ORD_01242,CUST_0859,4,Loved the food and quick delivery.
REV_01243,ORD_01243,CUST_0213,4,Food was delicious and delivery was fast.
REV_01244,ORD_01244,CUST_0436,2,Delivery was very late and food was cold.
REV_01245,ORD_01245,CUST_0852,3,Food was decent but could be better.
REV_01246,ORD_01246,CUST_0508,3,Average experience.
REV_01247,ORD_01247,CUST_0836,2,Food arrived late.
REV_01248,ORD_01248,CUST_0651,2,The delivery took too long.
REV_01249,ORD_01249,CUST_0205,2,Food arrived late.
REV_01250,ORD_01250,CUST_0381,3,Food was okay but delivery took some time.
REV_01251,ORD_01251,CUST_0073,3,The experience was okay.
REV_01252,ORD_01252,CUST_0516,3,Average experience.
REV_01253,ORD_01253,CUST_0076,3,The experience was okay.
REV_01254,ORD_01254,CUST_0841,4,Great food and excellent service.
REV_01255,ORD_01255,CUST_0077,4,Great food and excellent service.
REV_01256,ORD_01256,CUST_0816,1,Very slow delivery and poor experience.
REV_01257,ORD_01257,CUST_0768,3,Average experience.
REV_01258,ORD_01258,CUST_0410,4,Loved the food and quick delivery.
REV_01259,ORD_01259,CUST_0614,3,Food was okay but delivery took some time.
REV_01260,ORD_01260,CUST_0106,4,"Amazing experience, food arrived hot."
REV_01261,ORD_01261,CUST_0845,5,Great food and excellent service.
REV_01262,ORD_01262,CUST_0551,2,Food arrived late.
REV_01263,ORD_01263,CUST_0476,2,The delivery took too long.
REV_01264,ORD_01264,CUST_0826,5,"Amazing experience, food arrived hot."
REV_01265,ORD_01265,CUST_0275,3,Average experience.
REV_01266,ORD_01266,CUST_0088,2,Delivery was very late and food was cold.
REV_01267,ORD_01267,CUST_0723,1,Delivery was very late and food was cold.
REV_01268,ORD_01268,CUST_0881,4,Great food and excellent service.
REV_01269,ORD_01269,CUST_0077,4,Food was delicious and delivery was fast.
REV_01270,ORD_01270,CUST_0077,3,Food was decent but could be better.
REV_01271,ORD_01271,CUST_0442,4,Great food and excellent service.
REV_01272,ORD_01272,CUST_0540,2,The delivery took too long.
REV_01273,ORD_01273,CUST_0245,3,Food was decent but could be better.
REV_01274,ORD_01274,CUST_0578,3,Food was okay but delivery took some time.
REV_01275,ORD_01275,CUST_0778,4,Great food and excellent service.
REV_01276,ORD_01276,CUST_0382,2,Very slow delivery and poor experience.
REV_01277,ORD_01277,CUST_0982,3,Food was okay but delivery took some time.
REV_01278,ORD_01278,CUST_0717,3,Average experience.
REV_01279,ORD_01279,CUST_0570,5,Very good service and tasty food.
REV_01280,ORD_01280,CUST_0713,4,Loved the food and quick delivery.
REV_01281,ORD_01281,CUST_0737,2,Delivery was very late and food was cold.
REV_01282,ORD_01282,CUST_0142,4,Food was delicious and delivery was fast.
REV_01283,ORD_01283,CUST_0893,3,Delivery was acceptable.
REV_01284,ORD_01284,CUST_0368,4,Very good service and tasty food.
REV_01285,ORD_01285,CUST_0084,4,"Amazing experience, food arrived hot."
REV_01286,ORD_01286,CUST_0143,1,The delivery took too long.
REV_01287,ORD_01287,CUST_0352,3,The experience was okay.
REV_01288,ORD_01288,CUST_0545,3,Food was okay but delivery took some time.
REV_01289,ORD_01289,CUST_0913,3,Delivery was acceptable.
REV_01290,ORD_01290,CUST_0152,2,The delivery took too long.
REV_01291,ORD_01291,CUST_0158,4,Great food and excellent service.
REV_01292,ORD_01292,CUST_0446,3,The experience was okay.
REV_01293,ORD_01293,CUST_0653,3,Food was okay but delivery took some time.
REV_01294,ORD_01294,CUST_0958,4,Loved the food and quick delivery.
REV_01295,ORD_01295,CUST_0763,3,Food was decent but could be better.
REV_01296,ORD_01296,CUST_0303,4,Very good service and tasty food.
REV_01297,ORD_01297,CUST_0624,2,Delivery was very late and food was cold.
REV_01298,ORD_01298,CUST_0656,3,Food was okay but delivery took some time.
REV_01299,ORD_01299,CUST_0450,3,Delivery was acceptable.
REV_01300,ORD_01300,CUST_0721,4,Very good service and tasty food.
REV_01301,ORD_01301,CUST_0224,4,Very good service and tasty food.
REV_01302,ORD_01302,CUST_0043,3,Food was okay but delivery took some time.
REV_01303,ORD_01303,CUST_0264,3,Delivery was acceptable.
REV_01304,ORD_01304,CUST_0756,3,Delivery was acceptable.
REV_01305,ORD_01305,CUST_0003,3,Food was okay but delivery took some time.
REV_01306,ORD_01306,CUST_0637,4,Food was delicious and delivery was fast.
REV_01307,ORD_01307,CUST_0268,3,Food was decent but could be better.
REV_01308,ORD_01308,CUST_0596,3,The experience was okay.
REV_01309,ORD_01309,CUST_0016,3,Average experience.
REV_01310,ORD_01310,CUST_0334,4,Food was delicious and delivery was fast.
REV_01311,ORD_01311,CUST_0464,3,Average experience.
REV_01312,ORD_01312,CUST_0059,4,"Amazing experience, food arrived hot."
REV_01313,ORD_01313,CUST_0177,4,Loved the food and quick delivery.
REV_01314,ORD_01314,CUST_0063,4,Loved the food and quick delivery.
REV_01315,ORD_01315,CUST_0958,3,The experience was okay.
REV_01316,ORD_01316,CUST_0561,3,Food was decent but could be better.
REV_01317,ORD_01317,CUST_0307,3,Delivery was acceptable.
REV_01318,ORD_01318,CUST_0246,3,The experience was okay.
REV_01319,ORD_01319,CUST_0289,4,Loved the food and quick delivery.
REV_01320,ORD_01320,CUST_0798,3,Food was decent but could be better.
REV_01321,ORD_01321,CUST_0955,3,Delivery was acceptable.
REV_01322,ORD_01322,CUST_0332,2,The delivery took too long.
REV_01323,ORD_01323,CUST_0527,3,The experience was okay.
REV_01324,ORD_01324,CUST_0850,2,Order was delayed and food was not hot.
REV_01325,ORD_01325,CUST_0255,3,Food was okay but delivery took some time.
REV_01326,ORD_01326,CUST_0604,5,Food was delicious and delivery was fast.
REV_01327,ORD_01327,CUST_0510,3,The experience was okay.
REV_01328,ORD_01328,CUST_0791,2,Food arrived late.
REV_01329,ORD_01329,CUST_0718,2,Order was delayed and food was not hot.
REV_01330,ORD_01330,CUST_0606,2,Order was delayed and food was not hot.
REV_01331,ORD_01331,CUST_0737,5,Great food and excellent service.
REV_01332,ORD_01332,CUST_0813,4,Very good service and tasty food.
REV_01333,ORD_01333,CUST_0830,3,Food was decent but could be better.
REV_01334,ORD_01334,CUST_0463,5,Very good service and tasty food.
REV_01335,ORD_01335,CUST_0199,3,Delivery was acceptable.
REV_01336,ORD_01336,CUST_0271,3,Delivery was acceptable.
REV_01337,ORD_01337,CUST_0746,2,Delivery was very late and food was cold.
REV_01338,ORD_01338,CUST_0558,4,"Amazing experience, food arrived hot."
REV_01339,ORD_01339,CUST_0064,3,Delivery was acceptable.
REV_01340,ORD_01340,CUST_0230,4,"Amazing experience, food arrived hot."
REV_01341,ORD_01341,CUST_0942,2,Very slow delivery and poor experience.
REV_01342,ORD_01342,CUST_0952,4,"Amazing experience, food arrived hot."
REV_01343,ORD_01343,CUST_0249,4,Great food and excellent service.
REV_01344,ORD_01344,CUST_0246,3,Delivery was acceptable.
REV_01345,ORD_01345,CUST_0940,3,Food was okay but delivery took some time.
REV_01346,ORD_01346,CUST_0587,3,Food was okay but delivery took some time.
REV_01347,ORD_01347,CUST_0157,3,Food was okay but delivery took some time.
REV_01348,ORD_01348,CUST_0735,4,Food was delicious and delivery was fast.
REV_01349,ORD_01349,CUST_0702,3,Delivery was acceptable.
REV_01350,ORD_01350,CUST_0985,4,Food was delicious and delivery was fast.
REV_01351,ORD_01351,CUST_0564,2,Very slow delivery and poor experience.
REV_01352,ORD_01352,CUST_0950,3,Average experience.
REV_01353,ORD_01353,CUST_0088,5,Loved the food and quick delivery.
REV_01354,ORD_01354,CUST_0313,4,Food was delicious and delivery was fast.
REV_01355,ORD_01355,CUST_0851,3,The experience was okay.
REV_01356,ORD_01356,CUST_0066,4,Loved the food and quick delivery.
REV_01357,ORD_01357,CUST_0662,3,The experience was okay.
REV_01358,ORD_01358,CUST_0020,3,Food was decent but could be better.
REV_01359,ORD_01359,CUST_0033,3,Food was okay but delivery took some time.
REV_01360,ORD_01360,CUST_0840,3,Delivery was acceptable.
REV_01361,ORD_01361,CUST_0793,4,"Amazing experience, food arrived hot."
REV_01362,ORD_01362,CUST_0558,3,Delivery was acceptable.
REV_01363,ORD_01363,CUST_0073,5,Food was delicious and delivery was fast.
REV_01364,ORD_01364,CUST_0866,2,Very slow delivery and poor experience.
REV_01365,ORD_01365,CUST_0825,3,The experience was okay.
REV_01366,ORD_01366,CUST_0343,3,Food was decent but could be better.
REV_01367,ORD_01367,CUST_0133,3,Food was decent but could be better.
REV_01368,ORD_01368,CUST_0055,4,Food was delicious and delivery was fast.
REV_01369,ORD_01369,CUST_0061,3,The experience was okay.
REV_01370,ORD_01370,CUST_0857,3,The experience was okay.
REV_01371,ORD_01371,CUST_0520,5,Great food and excellent service.
REV_01372,ORD_01372,CUST_0272,3,Average experience.
REV_01373,ORD_01373,CUST_0246,4,Very good service and tasty food.
REV_01374,ORD_01374,CUST_0176,2,Food arrived late.
REV_01375,ORD_01375,CUST_0628,1,Delivery was very late and food was cold.
REV_01376,ORD_01376,CUST_0317,5,"Amazing experience, food arrived hot."
REV_01377,ORD_01377,CUST_0783,3,The experience was okay.
REV_01378,ORD_01378,CUST_0705,2,Very slow delivery and poor experience.
REV_01379,ORD_01379,CUST_0662,3,Food was okay but delivery took some time.
REV_01380,ORD_01380,CUST_0131,3,Food was decent but could be better.
REV_01381,ORD_01381,CUST_0102,3,The experience was okay.
REV_01382,ORD_01382,CUST_0310,4,Great food and excellent service.
REV_01383,ORD_01383,CUST_0782,3,Delivery was acceptable.
REV_01384,ORD_01384,CUST_0292,4,Loved the food and quick delivery.
REV_01385,ORD_01385,CUST_0722,2,The delivery took too long.
REV_01386,ORD_01386,CUST_0495,4,Loved the food and quick delivery.
REV_01387,ORD_01387,CUST_0361,2,The delivery took too long.
REV_01388,ORD_01388,CUST_0338,3,Food was okay but delivery took some time.
REV_01389,ORD_01389,CUST_0579,2,The delivery took too long.
REV_01390,ORD_01390,CUST_0010,3,Food was decent but could be better.
REV_01391,ORD_01391,CUST_0049,4,Food was delicious and delivery was fast.
REV_01392,ORD_01392,CUST_0487,2,Food arrived late.
REV_01393,ORD_01393,CUST_0623,4,"Amazing experience, food arrived hot."
REV_01394,ORD_01394,CUST_0321,2,Very slow delivery and poor experience.
REV_01395,ORD_01395,CUST_0731,4,"Amazing experience, food arrived hot."
REV_01396,ORD_01396,CUST_0569,4,"Amazing experience, food arrived hot."
REV_01397,ORD_01397,CUST_0795,5,Food was delicious and delivery was fast.
REV_01398,ORD_01398,CUST_0971,5,Great food and excellent service.
REV_01399,ORD_01399,CUST_0625,3,Average experience.
REV_01400,ORD_01400,CUST_0133,3,The experience was okay.
REV_01401,ORD_01401,CUST_0583,4,Very good service and tasty food.
REV_01402,ORD_01402,CUST_0083,2,Delivery was very late and food was cold.
REV_01403,ORD_01403,CUST_0057,3,Average experience.
REV_01404,ORD_01404,CUST_0376,4,Food was delicious and delivery was fast.
REV_01405,ORD_01405,CUST_0349,3,Food was okay but delivery took some time.
REV_01406,ORD_01406,CUST_0271,4,Loved the food and quick delivery.
REV_01407,ORD_01407,CUST_0483,3,Average experience.
REV_01408,ORD_01408,CUST_0111,2,Order was delayed and food was not hot.
REV_01409,ORD_01409,CUST_0869,3,Delivery was acceptable.
REV_01410,ORD_01410,CUST_0887,4,Very good service and tasty food.
REV_01411,ORD_01411,CUST_0076,2,Very slow delivery and poor experience.
REV_01412,ORD_01412,CUST_0158,1,Food arrived late.
REV_01413,ORD_01413,CUST_0532,2,Very slow delivery and poor experience.
REV_01414,ORD_01414,CUST_0933,3,Food was decent but could be better.
REV_01415,ORD_01415,CUST_0643,3,Food was decent but could be better.
REV_01416,ORD_01416,CUST_0329,4,Loved the food and quick delivery.
REV_01417,ORD_01417,CUST_0122,5,Loved the food and quick delivery.
REV_01418,ORD_01418,CUST_0041,3,Food was okay but delivery took some time.
REV_01419,ORD_01419,CUST_0167,3,Food was okay but delivery took some time.
REV_01420,ORD_01420,CUST_0922,3,Average experience.
REV_01421,ORD_01421,CUST_0642,3,Average experience.
REV_01422,ORD_01422,CUST_0023,2,The delivery took too long.
REV_01423,ORD_01423,CUST_0279,2,Delivery was very late and food was cold.
REV_01424,ORD_01424,CUST_0763,2,Delivery was very late and food was cold.
REV_01425,ORD_01425,CUST_0469,3,Food was decent but could be better.
REV_01426,ORD_01426,CUST_0400,2,Order was delayed and food was not hot.
REV_01427,ORD_01427,CUST_0009,4,Very good service and tasty food.
REV_01428,ORD_01428,CUST_0013,3,Delivery was acceptable.
REV_01429,ORD_01429,CUST_0924,5,Loved the food and quick delivery.
REV_01430,ORD_01430,CUST_0923,2,Order was delayed and food was not hot.
REV_01431,ORD_01431,CUST_0819,4,Very good service and tasty food.
REV_01432,ORD_01432,CUST_0832,3,Food was decent but could be better.
REV_01433,ORD_01433,CUST_0052,5,Great food and excellent service.
REV_01434,ORD_01434,CUST_0209,3,The experience was okay.
REV_01435,ORD_01435,CUST_0550,4,Food was delicious and delivery was fast.
REV_01436,ORD_01436,CUST_0612,3,Food was decent but could be better.
REV_01437,ORD_01437,CUST_0705,3,Delivery was acceptable.
REV_01438,ORD_01438,CUST_0402,5,Food was delicious and delivery was fast.
REV_01439,ORD_01439,CUST_0191,3,Food was decent but could be better.
REV_01440,ORD_01440,CUST_0051,5,Loved the food and quick delivery.
REV_01441,ORD_01441,CUST_0393,5,Very good service and tasty food.
REV_01442,ORD_01442,CUST_0653,3,The experience was okay.
REV_01443,ORD_01443,CUST_0680,4,"Amazing experience, food arrived hot."
REV_01444,ORD_01444,CUST_0823,2,Delivery was very late and food was cold.
REV_01445,ORD_01445,CUST_0621,4,Great food and excellent service.
REV_01446,ORD_01446,CUST_0719,3,Delivery was acceptable.
REV_01447,ORD_01447,CUST_0939,2,The delivery took too long.
REV_01448,ORD_01448,CUST_0300,2,Delivery was very late and food was cold.
REV_01449,ORD_01449,CUST_0622,3,Food was okay but delivery took some time.
REV_01450,ORD_01450,CUST_0196,4,Great food and excellent service.
REV_01451,ORD_01451,CUST_0417,4,"Amazing experience, food arrived hot."
REV_01452,ORD_01452,CUST_0664,3,Average experience.
REV_01453,ORD_01453,CUST_0420,4,Great food and excellent service.
REV_01454,ORD_01454,CUST_0755,4,"Amazing experience, food arrived hot."
REV_01455,ORD_01455,CUST_0640,4,"Amazing experience, food arrived hot."
REV_01456,ORD_01456,CUST_0617,3,Food was decent but could be better.
REV_01457,ORD_01457,CUST_0522,2,Delivery was very late and food was cold.
REV_01458,ORD_01458,CUST_0356,3,Food was okay but delivery took some time.
REV_01459,ORD_01459,CUST_0148,3,Delivery was acceptable.
REV_01460,ORD_01460,CUST_0365,2,Order was delayed and food was not hot.
REV_01461,ORD_01461,CUST_0364,2,Food arrived late.
REV_01462,ORD_01462,CUST_0971,4,Great food and excellent service.
REV_01463,ORD_01463,CUST_0652,5,Very good service and tasty food.
REV_01464,ORD_01464,CUST_0702,3,The experience was okay.
REV_01465,ORD_01465,CUST_0402,3,Average experience.
REV_01466,ORD_01466,CUST_0606,4,Loved the food and quick delivery.
REV_01467,ORD_01467,CUST_0492,3,The experience was okay.
REV_01468,ORD_01468,CUST_0229,2,Very slow delivery and poor experience.
REV_01469,ORD_01469,CUST_0575,4,Food was delicious and delivery was fast.
REV_01470,ORD_01470,CUST_0852,5,Very good service and tasty food.
REV_01471,ORD_01471,CUST_0537,4,Food was delicious and delivery was fast.
REV_01472,ORD_01472,CUST_0268,2,Order was delayed and food was not hot.
REV_01473,ORD_01473,CUST_0405,3,Food was okay but delivery took some time.
REV_01474,ORD_01474,CUST_0793,4,Very good service and tasty food.
REV_01475,ORD_01475,CUST_0011,4,Food was delicious and delivery was fast.
REV_01476,ORD_01476,CUST_0320,3,Food was decent but could be better.
REV_01477,ORD_01477,CUST_0713,3,The experience was okay.
REV_01478,ORD_01478,CUST_0126,1,Order was delayed and food was not hot.
REV_01479,ORD_01479,CUST_0306,4,Loved the food and quick delivery.
REV_01480,ORD_01480,CUST_0702,3,Delivery was acceptable.
REV_01481,ORD_01481,CUST_0511,4,Very good service and tasty food.
REV_01482,ORD_01482,CUST_0089,3,Food was decent but could be better.
REV_01483,ORD_01483,CUST_0355,4,Food was delicious and delivery was fast.
REV_01484,ORD_01484,CUST_0628,4,Very good service and tasty food.
REV_01485,ORD_01485,CUST_0352,4,Food was delicious and delivery was fast.
REV_01486,ORD_01486,CUST_0689,3,Food was decent but could be better.
REV_01487,ORD_01487,CUST_0014,4,Great food and excellent service.
REV_01488,ORD_01488,CUST_0257,3,The experience was okay.
REV_01489,ORD_01489,CUST_0209,3,Delivery was acceptable.
REV_01490,ORD_01490,CUST_0281,4,"Amazing experience, food arrived hot."
REV_01491,ORD_01491,CUST_0443,3,Food was okay but delivery took some time.
REV_01492,ORD_01492,CUST_0840,4,Very good service and tasty food.
REV_01493,ORD_01493,CUST_0837,3,Food was okay but delivery took some time.
REV_01494,ORD_01494,CUST_0389,3,Average experience.
REV_01495,ORD_01495,CUST_0617,4,Very good service and tasty food.
REV_01496,ORD_01496,CUST_0483,5,Loved the food and quick delivery.
REV_01497,ORD_01497,CUST_0147,3,Delivery was acceptable.
REV_01498,ORD_01498,CUST_0279,3,The experience was okay.
REV_01499,ORD_01499,CUST_0521,5,Food was delicious and delivery was fast.
REV_01500,ORD_01500,CUST_0630,5,Very good service and tasty food.
REV_01501,ORD_01501,CUST_0606,3,Food was decent but could be better.
REV_01502,ORD_01502,CUST_0434,4,"Amazing experience, food arrived hot."
REV_01503,ORD_01503,CUST_0144,2,Food arrived late.
REV_01504,ORD_01504,CUST_0289,2,Very slow delivery and poor experience.
REV_01505,ORD_01505,CUST_0386,3,Average experience.
REV_01506,ORD_01506,CUST_0014,3,Food was okay but delivery took some time.
REV_01507,ORD_01507,CUST_0257,4,Loved the food and quick delivery.
REV_01508,ORD_01508,CUST_0346,3,Food was okay but delivery took some time.
REV_01509,ORD_01509,CUST_0698,3,The experience was okay.
REV_01510,ORD_01510,CUST_0345,2,The delivery took too long.
REV_01511,ORD_01511,CUST_0400,3,Average experience.
REV_01512,ORD_01512,CUST_0207,2,Very slow delivery and poor experience.
REV_01513,ORD_01513,CUST_0858,5,"Amazing experience, food arrived hot."
REV_01514,ORD_01514,CUST_0943,3,Average experience.
REV_01515,ORD_01515,CUST_0172,4,Great food and excellent service.
REV_01516,ORD_01516,CUST_0464,3,Food was okay but delivery took some time.
REV_01517,ORD_01517,CUST_0270,4,Great food and excellent service.
REV_01518,ORD_01518,CUST_0221,2,Very slow delivery and poor experience.
REV_01519,ORD_01519,CUST_0152,2,Food arrived late.
REV_01520,ORD_01520,CUST_0623,3,Average experience.
REV_01521,ORD_01521,CUST_0183,2,The delivery took too long.
REV_01522,ORD_01522,CUST_0399,4,Great food and excellent service.
REV_01523,ORD_01523,CUST_0851,4,Food was delicious and delivery was fast.
REV_01524,ORD_01524,CUST_0072,2,Food arrived late.
REV_01525,ORD_01525,CUST_0418,1,Order was delayed and food was not hot.
REV_01526,ORD_01526,CUST_0898,1,Order was delayed and food was not hot.
REV_01527,ORD_01527,CUST_0283,3,The experience was okay.
REV_01528,ORD_01528,CUST_0074,4,Loved the food and quick delivery.
REV_01529,ORD_01529,CUST_0355,1,Order was delayed and food was not hot.
REV_01530,ORD_01530,CUST_0727,2,The delivery took too long.
REV_01531,ORD_01531,CUST_0497,2,The delivery took too long.
REV_01532,ORD_01532,CUST_0328,2,Very slow delivery and poor experience.
REV_01533,ORD_01533,CUST_0988,4,"Amazing experience, food arrived hot."
REV_01534,ORD_01534,CUST_0535,2,Food arrived late.
REV_01535,ORD_01535,CUST_0580,3,Delivery was acceptable.
REV_01536,ORD_01536,CUST_0910,4,Food was delicious and delivery was fast.
REV_01537,ORD_01537,CUST_0447,3,Delivery was acceptable.
REV_01538,ORD_01538,CUST_0373,4,Very good service and tasty food.
REV_01539,ORD_01539,CUST_0362,3,Food was decent but could be better.
REV_01540,ORD_01540,CUST_0093,3,Food was decent but could be better.
REV_01541,ORD_01541,CUST_0321,4,Loved the food and quick delivery.
REV_01542,ORD_01542,CUST_0324,5,Food was delicious and delivery was fast.
REV_01543,ORD_01543,CUST_0384,3,Food was decent but could be better.
REV_01544,ORD_01544,CUST_0575,2,The delivery took too long.
REV_01545,ORD_01545,CUST_0736,4,Food was delicious and delivery was fast.
REV_01546,ORD_01546,CUST_0737,3,Food was decent but could be better.
REV_01547,ORD_01547,CUST_0881,4,Very good service and tasty food.
REV_01548,ORD_01548,CUST_0346,3,Delivery was acceptable.
REV_01549,ORD_01549,CUST_0849,4,Food was delicious and delivery was fast.
REV_01550,ORD_01550,CUST_0103,4,Food was delicious and delivery was fast.
REV_01551,ORD_01551,CUST_0215,5,"Amazing experience, food arrived hot."
REV_01552,ORD_01552,CUST_0192,3,Food was decent but could be better.
REV_01553,ORD_01553,CUST_0672,5,Food was delicious and delivery was fast.
REV_01554,ORD_01554,CUST_0884,4,Food was delicious and delivery was fast.
REV_01555,ORD_01555,CUST_0719,3,The experience was okay.
REV_01556,ORD_01556,CUST_0781,4,Loved the food and quick delivery.
REV_01557,ORD_01557,CUST_0194,3,The experience was okay.
REV_01558,ORD_01558,CUST_0380,3,Delivery was acceptable.
REV_01559,ORD_01559,CUST_0403,4,Very good service and tasty food.
REV_01560,ORD_01560,CUST_0664,5,Loved the food and quick delivery.
REV_01561,ORD_01561,CUST_0749,2,The delivery took too long.
REV_01562,ORD_01562,CUST_0600,3,Food was okay but delivery took some time.
REV_01563,ORD_01563,CUST_0011,2,Order was delayed and food was not hot.
REV_01564,ORD_01564,CUST_0187,1,The delivery took too long.
REV_01565,ORD_01565,CUST_0726,2,Food arrived late.
REV_01566,ORD_01566,CUST_0015,4,"Amazing experience, food arrived hot."
REV_01567,ORD_01567,CUST_0778,2,The delivery took too long.
REV_01568,ORD_01568,CUST_0297,3,Delivery was acceptable.
REV_01569,ORD_01569,CUST_0411,3,The experience was okay.
REV_01570,ORD_01570,CUST_0956,4,Great food and excellent service.
REV_01571,ORD_01571,CUST_0585,4,Food was delicious and delivery was fast.
REV_01572,ORD_01572,CUST_0052,3,Delivery was acceptable.
REV_01573,ORD_01573,CUST_0640,3,Food was okay but delivery took some time.
REV_01574,ORD_01574,CUST_0028,4,"Amazing experience, food arrived hot."
REV_01575,ORD_01575,CUST_0577,3,Food was okay but delivery took some time.
REV_01576,ORD_01576,CUST_0017,4,Loved the food and quick delivery.
REV_01577,ORD_01577,CUST_0351,4,Great food and excellent service.
REV_01578,ORD_01578,CUST_0428,2,Delivery was very late and food was cold.
REV_01579,ORD_01579,CUST_0650,3,Average experience.
REV_01580,ORD_01580,CUST_0831,4,Very good service and tasty food.
REV_01581,ORD_01581,CUST_0229,4,Very good service and tasty food.
REV_01582,ORD_01582,CUST_0766,2,The delivery took too long.
REV_01583,ORD_01583,CUST_0989,4,Loved the food and quick delivery.
REV_01584,ORD_01584,CUST_0210,3,The experience was okay.
REV_01585,ORD_01585,CUST_0431,4,Great food and excellent service.
REV_01586,ORD_01586,CUST_0294,4,"Amazing experience, food arrived hot."
REV_01587,ORD_01587,CUST_0743,3,Food was decent but could be better.
REV_01588,ORD_01588,CUST_0753,3,Food was decent but could be better.
REV_01589,ORD_01589,CUST_0582,4,Very good service and tasty food.
REV_01590,ORD_01590,CUST_0104,4,Very good service and tasty food.
