order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status,preparation_time_minutes
ORD_01067,CUST_0940,REST_057,2026-05-04 21:16:23,158.7,5,Cloudy,High,Delivered,25.0
ORD_01068,CUST_0520,REST_057,2026-06-27 21:51:49,301.34,2,Cloudy,Low,Delivered,20.0
ORD_01069,CUST_0330,REST_034,2026-04-20 04:08:32,100.0,2,Cloudy,Low,Delivered,13.0
ORD_01070,CUST_0558,REST_087,2026-05-08 13:28:19,100.0,1,Cloudy,Medium,Delivered,8.0
ORD_01071,CUST_0325,REST_058,2026-04-21 09:53:24,146.17,1,Cloudy,Medium,Delivered,16.0
ORD_01072,CUST_0114,REST_052,2026-06-15 15:40:22,111.17,5,Cloudy,Low,Delivered,25.0
ORD_01073,CUST_0147,REST_029,2026-05-29 18:44:39,136.43,4,Cloudy,High,Delivered,29.0
ORD_01074,CUST_0166,REST_035,2026-03-17 08:03:20,160.66,5,Cloudy,Medium,Delivered,31.0
ORD_01075,CUST_0379,REST_075,2026-04-23 21:27:23,269.35,2,Cloudy,High,Delivered,17.0
ORD_01076,CUST_0139,REST_048,2026-02-21 15:36:11,144.86,2,Cloudy,Medium,Delivered,38.0
ORD_01077,CUST_0629,REST_033,2026-04-23 07:06:29,115.22,6,Clear,High,Delivered,25.0
ORD_01078,CUST_0299,REST_075,2026-01-14 08:49:29,149.41,4,Clear,Medium,Delivered,13.0
ORD_01079,CUST_0276,REST_073,2026-05-11 08:57:44,118.74,2,Clear,Low,Cancelled,42.0
ORD_01080,CUST_0916,REST_078,2026-06-05 22:02:59,108.45,6,Rain,High,Delivered,41.0
ORD_01081,CUST_0789,REST_009,2026-01-16 14:56:55,100.0,1,Rain,Low,Delivered,21.0
ORD_01082,CUST_0850,REST_048,2026-05-04 13:40:50,188.33,2,Cloudy,High,Delivered,32.0
ORD_01083,CUST_0825,REST_067,2026-03-25 18:23:31,132.58,3,Clear,Medium,Delivered,17.0
ORD_01084,CUST_0178,REST_093,2026-02-28 14:17:13,308.42,4,Clear,High,Delivered,25.0
ORD_01085,CUST_0842,REST_083,2026-05-21 12:14:27,100.0,6,Rain,Medium,Delivered,15.0
ORD_01086,CUST_0354,REST_036,2026-04-12 11:45:57,134.54,4,Rain,High,Delivered,21.0
ORD_01087,CUST_0154,REST_096,2026-02-15 21:56:14,491.32,4,Clear,Low,Delivered,31.0
ORD_01088,CUST_0926,REST_071,2026-06-13 16:28:56,108.12,3,Rain,Medium,Delivered,30.0
ORD_01089,CUST_0201,REST_092,2026-05-03 08:21:41,159.16,5,Clear,Medium,Delivered,25.0
ORD_01090,CUST_0878,REST_044,2026-01-30 22:56:00,100.0,1,Clear,High,Delivered,24.0
ORD_01091,CUST_0115,REST_082,2026-03-23 07:01:24,100.0,4,Cloudy,Low,Delivered,30.0
ORD_01092,CUST_0671,REST_060,2026-02-14 10:22:00,424.55,2,Cloudy,Medium,Delivered,17.0
ORD_01093,CUST_0554,REST_063,2026-02-05 23:47:48,199.15,1,Rain,Medium,Delivered,17.0
ORD_01094,CUST_0759,REST_005,2026-03-28 20:36:34,195.1,2,Clear,Low,Delivered,35.0
ORD_01095,CUST_0068,REST_087,2026-04-02 08:48:07,100.0,1,Clear,Medium,Delivered,8.0
ORD_01096,CUST_0445,REST_086,2026-03-27 11:41:29,220.81,1,Clear,High,Cancelled,39.0
ORD_01097,CUST_0445,REST_090,2026-03-17 06:27:54,342.61,6,Clear,Medium,Delivered,32.0
ORD_01098,CUST_0326,REST_076,2026-01-15 16:35:43,341.11,2,Cloudy,Medium,Cancelled,13.0
ORD_01099,CUST_0846,REST_040,2026-03-26 06:47:40,261.8,2,Clear,High,Delivered,32.0
ORD_01100,CUST_0708,REST_019,2026-02-26 14:31:47,100.0,1,Clear,Low,Cancelled,21.0
ORD_01101,CUST_0602,REST_047,2026-05-18 12:53:55,215.34,4,Clear,Medium,Delivered,24.0
ORD_01102,CUST_0623,REST_065,2026-04-05 09:06:50,261.69,2,Cloudy,Medium,Delivered,23.0
ORD_01103,CUST_0880,REST_067,2026-01-02 22:34:19,100.0,3,Cloudy,High,Delivered,19.0
ORD_01104,CUST_0359,REST_091,2026-02-09 11:33:56,100.0,3,Cloudy,Medium,Delivered,14.0
ORD_01105,CUST_0145,REST_018,2026-01-25 04:45:17,295.45,1,Clear,Medium,Delivered,36.0
ORD_01106,CUST_0275,REST_050,2026-04-14 00:56:41,293.48,5,Clear,Low,Delivered,26.0
ORD_01107,CUST_0509,REST_030,2026-06-07 01:31:10,100.0,1,Clear,Medium,Delivered,25.0
ORD_01108,CUST_0179,REST_066,2026-05-22 17:36:24,280.69,1,Clear,High,Delivered,33.0
ORD_01109,CUST_0753,REST_005,2026-04-14 00:01:32,191.03,4,Clear,Low,Cancelled,35.0
ORD_01110,CUST_0838,REST_093,2026-06-02 14:16:55,278.54,4,Clear,Low,Delivered,19.0
ORD_01111,CUST_0831,REST_097,2026-03-28 13:21:42,127.87,6,Cloudy,High,Delivered,11.0
ORD_01112,CUST_0477,REST_042,2026-01-17 04:18:48,258.49,5,Heavy Rain,Medium,Delivered,31.0
ORD_01113,CUST_0843,REST_084,2026-03-13 05:02:00,288.33,5,Clear,Medium,Delivered,24.0
ORD_01114,CUST_0976,REST_094,2026-03-25 19:42:33,149.42,5,Rain,High,Delivered,24.0
ORD_01115,CUST_0414,REST_005,2026-01-24 16:11:21,183.05,5,Clear,High,Delivered,33.0
ORD_01116,CUST_0153,REST_050,2026-05-08 17:23:13,126.89,5,Cloudy,High,Delivered,24.0
ORD_01117,CUST_0104,REST_085,2026-06-13 14:48:35,449.62,1,Cloudy,High,Delivered,18.0
ORD_01118,CUST_0075,REST_058,2026-04-24 06:07:03,169.67,1,Rain,Medium,Delivered,16.0
ORD_01119,CUST_0128,REST_079,2026-04-16 12:51:43,109.17,6,Clear,High,Delivered,27.0
ORD_01120,CUST_0711,REST_084,2026-03-04 11:10:05,122.28,3,Clear,Medium,Delivered,22.0
ORD_01121,CUST_0666,REST_008,2026-03-23 20:32:48,194.36,3,Clear,High,Delivered,28.0
ORD_01122,CUST_0568,REST_031,2026-05-14 03:28:12,274.33,6,Clear,High,Delivered,33.0
ORD_01123,CUST_0790,REST_012,2026-02-13 23:17:18,100.0,6,Rain,Low,Delivered,16.0
ORD_01124,CUST_0345,REST_021,2026-01-24 17:15:00,500.8,2,Rain,Low,Delivered,17.0
ORD_01125,CUST_0531,REST_094,2026-03-19 10:14:47,214.81,1,Cloudy,Low,Delivered,19.0
ORD_01126,CUST_0159,REST_062,2026-06-10 09:56:01,234.29,5,Cloudy,High,Delivered,24.0
ORD_01127,CUST_0538,REST_091,2026-02-17 03:04:49,171.84,2,Rain,High,Delivered,11.0
ORD_01128,CUST_0426,REST_090,2026-05-05 23:43:40,183.2,4,Clear,Medium,Delivered,36.0
ORD_01129,CUST_0681,REST_033,2026-04-09 20:40:31,167.08,1,Clear,Medium,Delivered,32.0
ORD_01130,CUST_0996,REST_026,2026-05-29 06:57:43,317.28,6,Rain,High,Delivered,35.0
ORD_01131,CUST_0023,REST_090,2026-02-15 19:38:01,180.48,3,Clear,Medium,Delivered,31.0
ORD_01132,CUST_0047,REST_100,2026-01-04 15:56:15,276.41,1,Clear,Low,Delivered,28.0
ORD_01133,CUST_0525,REST_040,2026-06-04 20:41:15,142.79,6,Clear,Medium,Delivered,27.0
ORD_01134,CUST_0729,REST_065,2026-01-08 19:15:04,201.87,1,Cloudy,High,Delivered,25.0
ORD_01135,CUST_0834,REST_059,2026-02-10 04:09:26,116.49,1,Cloudy,High,Delivered,39.0
ORD_01136,CUST_0706,REST_015,2026-05-06 17:21:56,353.93,1,Clear,Medium,Cancelled,33.0
ORD_01137,CUST_0144,REST_001,2026-04-06 18:38:24,114.6,4,Cloudy,Low,Delivered,14.0
ORD_01138,CUST_0585,REST_011,2026-01-24 07:18:11,151.6,3,Rain,Medium,Delivered,22.0
ORD_01139,CUST_0668,REST_055,2026-03-20 22:21:18,152.44,1,Rain,High,Delivered,36.0
ORD_01140,CUST_0589,REST_002,2026-04-21 02:48:49,149.21,6,Cloudy,Medium,Delivered,37.0
ORD_01141,CUST_0419,REST_065,2026-06-04 14:45:54,269.72,4,Rain,Medium,Delivered,21.0
ORD_01142,CUST_0681,REST_095,2026-03-01 03:46:19,152.3,2,Rain,Low,Delivered,32.0
ORD_01143,CUST_0973,REST_044,2026-03-22 00:11:30,390.2,1,Clear,High,Delivered,17.0
ORD_01144,CUST_0799,REST_016,2026-04-27 09:50:16,115.57,4,Clear,Low,Delivered,27.0
ORD_01145,CUST_0085,REST_022,2026-01-02 14:40:44,198.97,5,Clear,Low,Delivered,22.0
ORD_01146,CUST_0416,REST_018,2026-03-09 01:35:26,118.31,2,Clear,High,Delivered,37.0
ORD_01147,CUST_0694,REST_047,2026-01-09 08:27:53,228.5,3,Clear,High,Delivered,34.0
ORD_01148,CUST_0482,REST_081,2026-03-04 04:24:14,179.69,1,Clear,Medium,Delivered,27.0
ORD_01149,CUST_0456,REST_030,2026-02-09 16:07:15,166.45,1,Clear,Medium,Delivered,19.0
ORD_01150,CUST_0827,REST_010,2026-05-25 16:21:53,348.51,4,Clear,Medium,Delivered,31.0
ORD_01151,CUST_0297,REST_099,2026-01-30 23:44:50,126.48,3,Clear,Low,Delivered,34.0
ORD_01152,CUST_0112,REST_058,2026-01-06 16:05:22,250.28,5,Cloudy,Low,Delivered,17.0
ORD_01153,CUST_0962,REST_062,2026-03-27 22:47:09,118.76,2,Rain,Medium,Delivered,25.0
ORD_01154,CUST_0230,REST_085,2026-02-21 08:15:34,192.86,6,Cloudy,Low,Delivered,19.0
ORD_01155,CUST_0096,REST_080,2026-02-16 07:08:55,100.0,3,Clear,High,Delivered,33.0
ORD_01156,CUST_0950,REST_006,2026-03-16 10:12:12,125.92,1,Clear,Low,Delivered,24.0
ORD_01157,CUST_0680,REST_067,2026-05-14 06:29:51,173.26,4,Clear,Medium,Delivered,14.0
ORD_01158,CUST_0378,REST_041,2026-01-12 04:04:58,491.79,5,Clear,Medium,Delivered,40.0
ORD_01159,CUST_0156,REST_043,2026-01-27 16:49:32,191.61,4,Rain,Medium,Delivered,23.0
ORD_01160,CUST_0421,REST_085,2026-04-15 04:01:25,450.37,2,Clear,Medium,Delivered,13.0
ORD_01161,CUST_0105,REST_077,2026-05-21 13:55:31,204.62,3,Rain,High,Delivered,18.0
ORD_01162,CUST_0705,REST_018,2026-04-11 21:44:37,146.51,4,Cloudy,Medium,Delivered,33.0
ORD_01163,CUST_0330,REST_058,2026-05-26 08:43:22,422.69,6,Clear,Medium,Delivered,20.0
ORD_01164,CUST_0439,REST_060,2026-02-01 11:44:48,230.53,6,Cloudy,Medium,Delivered,21.0
ORD_01165,CUST_0132,REST_088,2026-06-01 23:43:24,127.29,4,Clear,Low,Delivered,30.0
ORD_01166,CUST_0867,REST_027,2026-02-16 20:39:05,234.82,1,Clear,Medium,Delivered,31.0
ORD_01167,CUST_0382,REST_068,2026-06-18 15:32:07,154.33,4,Cloudy,Medium,Delivered,18.0
ORD_01168,CUST_0138,REST_022,2026-03-14 09:54:24,100.0,5,Heavy Rain,High,Delivered,20.0
ORD_01169,CUST_0943,REST_024,2026-06-27 22:22:22,303.32,3,Rain,High,Delivered,35.0
ORD_01170,CUST_0843,REST_040,2026-03-16 07:39:32,331.03,2,Rain,Low,Delivered,23.0
ORD_01171,CUST_0270,REST_074,2026-03-10 20:31:29,498.13,6,Clear,Low,Delivered,10.0
ORD_01172,CUST_0550,REST_066,2026-01-27 03:31:11,228.65,4,Clear,Low,Delivered,32.0
ORD_01173,CUST_0396,REST_040,2026-02-11 15:54:13,158.1,5,Clear,High,Delivered,28.0
ORD_01174,CUST_0557,REST_006,2026-02-24 17:41:12,286.93,6,Clear,Low,Delivered,22.0
ORD_01175,CUST_0913,REST_018,2026-02-13 18:58:44,289.28,6,Clear,Medium,Delivered,39.0
ORD_01176,CUST_0464,REST_081,2026-01-02 02:33:39,446.33,2,Cloudy,Medium,Delivered,25.0
ORD_01177,CUST_0675,REST_087,2026-02-19 04:22:21,176.88,6,Cloudy,Medium,Delivered,10.0
ORD_01178,CUST_0450,REST_030,2026-06-27 03:12:01,165.49,5,Rain,Low,Delivered,20.0
ORD_01179,CUST_0331,REST_021,2026-06-09 01:23:23,122.3,6,Rain,Low,Delivered,17.0
ORD_01180,CUST_0253,REST_062,2026-05-03 01:04:34,243.62,6,Clear,Medium,Delivered,19.0
ORD_01181,CUST_0681,REST_010,2026-03-10 13:42:29,100.0,4,Rain,Low,Delivered,30.0
ORD_01182,CUST_0963,REST_013,2026-04-21 11:13:59,277.79,4,Clear,Low,Delivered,10.0
ORD_01183,CUST_0285,REST_076,2026-03-21 00:08:13,250.46,3,Clear,Low,Delivered,17.0
ORD_01184,CUST_0274,REST_009,2026-01-18 13:21:11,250.08,1,Rain,Medium,Delivered,19.0
ORD_01185,CUST_0020,REST_068,2026-06-13 00:38:44,195.59,5,Clear,Medium,Delivered,21.0
ORD_01186,CUST_0239,REST_039,2026-05-29 00:29:40,421.21,1,Rain,Low,Delivered,24.0
ORD_01187,CUST_0270,REST_024,2026-06-30 22:15:21,292.83,1,Cloudy,Medium,Delivered,34.0
ORD_01188,CUST_0418,REST_034,2026-01-07 09:33:33,129.81,6,Rain,Low,Delivered,17.0
ORD_01189,CUST_0945,REST_061,2026-04-23 07:54:36,131.1,2,Heavy Rain,Medium,Delivered,31.0
ORD_01190,CUST_0310,REST_041,2026-06-01 20:54:58,111.74,2,Cloudy,Low,Delivered,37.0
ORD_01191,CUST_0031,REST_005,2026-03-25 15:45:51,245.48,6,Clear,Medium,Delivered,33.0
ORD_01192,CUST_0826,REST_079,2026-05-23 03:10:06,104.58,5,Clear,Low,Delivered,27.0
ORD_01193,CUST_0104,REST_050,2026-05-26 06:52:54,328.94,1,Clear,High,Delivered,27.0
ORD_01194,CUST_0682,REST_004,2026-02-19 05:41:34,375.27,3,Clear,Low,Delivered,13.0
ORD_01195,CUST_0186,REST_051,2026-06-18 11:30:52,111.78,1,Rain,High,Delivered,16.0
ORD_01196,CUST_0128,REST_052,2026-05-02 16:00:05,163.69,2,Clear,High,Delivered,23.0
ORD_01197,CUST_0210,REST_039,2026-03-28 11:22:22,182.94,1,Heavy Rain,Medium,Delivered,27.0
ORD_01198,CUST_0414,REST_008,2026-05-13 05:06:24,294.77,4,Cloudy,High,Delivered,28.0
ORD_01199,CUST_0281,REST_045,2026-06-20 10:45:23,439.28,4,Clear,Low,Delivered,32.0
ORD_01200,CUST_0959,REST_088,2026-04-26 03:35:49,100.0,3,Clear,Low,Delivered,35.0
ORD_01201,CUST_0253,REST_028,2026-05-25 01:25:51,152.17,5,Clear,Low,Delivered,20.0
ORD_01202,CUST_0019,REST_027,2026-02-01 04:58:34,156.6,1,Clear,Low,Delivered,29.0
ORD_01203,CUST_0712,REST_065,2026-02-22 01:42:45,100.0,4,Cloudy,Medium,Delivered,17.0
ORD_01204,CUST_0732,REST_034,2026-03-22 08:26:02,138.82,5,Clear,Medium,Delivered,17.0
ORD_01205,CUST_0136,REST_081,2026-06-02 13:58:05,229.36,4,Cloudy,Low,Delivered,27.0
ORD_01206,CUST_0223,REST_062,2026-06-02 05:45:50,155.51,5,Clear,Medium,Delivered,20.0
ORD_01207,CUST_0003,REST_062,2026-03-12 16:14:51,100.0,5,Rain,Low,Delivered,15.0
ORD_01208,CUST_0963,REST_038,2026-03-23 19:53:15,880.73,4,Rain,Medium,Delivered,35.0
ORD_01209,CUST_0236,REST_026,2026-03-25 18:20:34,209.85,6,Clear,High,Delivered,34.0
ORD_01210,CUST_0854,REST_024,2026-02-22 02:24:21,192.76,2,Clear,Medium,Delivered,32.0
ORD_01211,CUST_0465,REST_039,2026-06-28 17:20:27,100.0,5,Cloudy,Medium,Delivered,23.0
ORD_01212,CUST_0228,REST_021,2026-05-27 02:20:25,209.22,6,Heavy Rain,Medium,Delivered,25.0
ORD_01213,CUST_0913,REST_094,2026-06-10 11:52:05,165.62,1,Clear,High,Delivered,22.0
ORD_01214,CUST_0654,REST_047,2026-03-06 05:54:03,100.0,6,Clear,Low,Delivered,30.0
ORD_01215,CUST_0499,REST_048,2026-03-15 18:27:04,100.62,4,Clear,High,Delivered,32.0
ORD_01216,CUST_0521,REST_013,2026-01-17 05:50:00,280.68,6,Clear,Medium,Delivered,17.0
ORD_01217,CUST_0702,REST_003,2026-06-19 07:00:49,528.06,2,Clear,Medium,Delivered,17.0
ORD_01218,CUST_0862,REST_032,2026-03-02 08:27:15,221.84,4,Clear,High,Delivered,18.0
ORD_01219,CUST_0917,REST_035,2026-03-31 02:02:48,332.52,3,Cloudy,High,Delivered,26.0
ORD_01220,CUST_0972,REST_019,2026-02-02 14:37:02,166.39,1,Clear,Medium,Delivered,17.0
ORD_01221,CUST_0677,REST_014,2026-04-28 02:00:29,172.85,3,Clear,Low,Delivered,31.0
ORD_01222,CUST_0992,REST_048,2026-05-31 05:16:28,330.31,6,Clear,Medium,Delivered,35.0
ORD_01223,CUST_0139,REST_086,2026-01-01 13:51:15,452.38,5,Rain,Medium,Delivered,33.0
ORD_01224,CUST_0276,REST_081,2026-06-21 14:20:55,370.78,6,Clear,Medium,Delivered,20.0
ORD_01225,CUST_0291,REST_068,2026-04-25 22:07:53,100.84,5,Heavy Rain,Low,Delivered,18.0
ORD_01226,CUST_0053,REST_045,2026-05-24 10:58:35,174.72,3,Cloudy,Medium,Delivered,32.0
ORD_01227,CUST_0687,REST_019,2026-01-13 05:56:02,211.16,3,Clear,Medium,Delivered,25.0
ORD_01228,CUST_0110,REST_064,2026-05-02 23:09:06,157.15,5,Clear,Low,Delivered,10.0
ORD_01229,CUST_0715,REST_066,2026-06-11 01:44:47,224.38,2,Cloudy,High,Delivered,25.0
ORD_01230,CUST_0948,REST_079,2026-02-23 12:00:10,284.67,1,Cloudy,Low,Delivered,25.0
ORD_01231,CUST_0648,REST_066,2026-04-13 08:55:05,314.68,4,Cloudy,Low,Delivered,30.0
ORD_01232,CUST_0004,REST_075,2026-01-31 16:10:47,458.16,3,Rain,Medium,Cancelled,14.0
ORD_01233,CUST_0667,REST_045,2026-05-17 00:15:28,151.23,1,Cloudy,High,Delivered,37.0
ORD_01234,CUST_0684,REST_087,2026-05-24 03:32:25,100.0,4,Clear,High,Delivered,9.0
ORD_01235,CUST_0936,REST_074,2026-05-20 03:26:53,220.75,6,Rain,High,Delivered,15.0
ORD_01236,CUST_0870,REST_067,2026-01-13 22:20:01,510.86,4,Cloudy,Low,Delivered,10.0
ORD_01237,CUST_0047,REST_069,2026-05-25 06:48:02,139.44,3,Clear,High,Delivered,29.0
ORD_01238,CUST_0094,REST_003,2026-04-11 18:37:49,264.48,2,Cloudy,High,Delivered,7.0
ORD_01239,CUST_0940,REST_038,2026-01-30 06:52:26,265.78,2,Cloudy,Low,Delivered,35.0
ORD_01240,CUST_0560,REST_077,2026-03-05 21:44:17,201.4,1,Clear,Medium,Delivered,21.0
ORD_01241,CUST_0752,REST_042,2026-01-20 02:09:43,181.96,6,Clear,Medium,Cancelled,28.0
ORD_01242,CUST_0859,REST_083,2026-06-04 11:39:06,109.08,1,Clear,Medium,Delivered,17.0
ORD_01243,CUST_0213,REST_040,2026-01-26 18:53:15,100.0,5,Clear,High,Delivered,32.0
ORD_01244,CUST_0436,REST_050,2026-01-08 07:43:41,100.0,2,Clear,Low,Delivered,21.0
ORD_01245,CUST_0852,REST_035,2026-01-24 13:38:07,146.25,1,Clear,Medium,Delivered,25.0
ORD_01246,CUST_0508,REST_024,2026-04-09 21:16:53,331.48,5,Clear,Low,Delivered,34.0
ORD_01247,CUST_0836,REST_088,2026-01-07 01:26:06,171.28,6,Clear,Medium,Delivered,32.0
ORD_01248,CUST_0651,REST_017,2026-06-26 13:24:29,136.26,4,Rain,High,Delivered,15.0
ORD_01249,CUST_0205,REST_040,2026-03-28 05:06:17,111.05,1,Clear,Low,Delivered,30.0
ORD_01250,CUST_0381,REST_074,2026-05-31 03:58:06,260.15,5,Clear,Medium,Delivered,15.0
ORD_01251,CUST_0073,REST_066,2026-06-26 17:45:02,382.64,2,Clear,High,Cancelled,32.0
ORD_01252,CUST_0516,REST_044,2026-05-09 02:54:20,325.35,4,Rain,High,Delivered,19.0
ORD_01253,CUST_0076,REST_023,2026-02-19 07:06:17,253.0,1,Clear,Medium,Delivered,36.0
ORD_01254,CUST_0841,REST_006,2026-04-04 20:26:29,100.0,2,Clear,Low,Delivered,20.0
ORD_01255,CUST_0077,REST_066,2026-06-15 04:19:28,149.39,4,Clear,Medium,Delivered,32.0
ORD_01256,CUST_0816,REST_021,2026-02-27 03:14:02,529.02,3,Heavy Rain,High,Delivered,25.0
ORD_01257,CUST_0768,REST_035,2026-04-10 07:48:02,335.99,2,Cloudy,High,Delivered,30.0
ORD_01258,CUST_0410,REST_029,2026-03-26 01:04:28,100.0,3,Clear,Low,Delivered,33.0
ORD_01259,CUST_0614,REST_007,2026-03-20 12:49:52,175.81,6,Clear,Medium,Delivered,23.0
ORD_01260,CUST_0106,REST_093,2026-03-22 20:19:55,221.34,1,Clear,Low,Delivered,18.0
ORD_01261,CUST_0845,REST_053,2026-02-16 22:56:14,119.2,5,Clear,Low,Delivered,17.0
ORD_01262,CUST_0551,REST_037,2026-03-08 22:13:19,100.0,1,Rain,Medium,Delivered,16.0
ORD_01263,CUST_0476,REST_023,2026-03-09 05:25:31,191.4,2,Clear,Low,Delivered,37.0
ORD_01264,CUST_0826,REST_097,2026-03-25 07:56:08,117.53,3,Cloudy,Low,Delivered,19.0
ORD_01265,CUST_0275,REST_008,2026-06-30 21:27:24,117.79,3,Clear,Medium,Delivered,33.0
ORD_01266,CUST_0088,REST_076,2026-05-12 11:29:44,149.15,4,Cloudy,Medium,Delivered,15.0
ORD_01267,CUST_0723,REST_048,2026-01-29 12:57:40,168.42,1,Clear,High,Delivered,38.0
ORD_01268,CUST_0881,REST_010,2026-03-11 16:40:35,180.37,1,Clear,Medium,Delivered,24.0
ORD_01269,CUST_0077,REST_079,2026-03-02 03:41:31,111.48,2,Cloudy,Medium,Delivered,33.0
ORD_01270,CUST_0077,REST_024,2026-02-13 02:52:31,160.59,3,Clear,Medium,Delivered,38.0
ORD_01271,CUST_0442,REST_090,2026-01-17 10:54:32,100.0,2,Cloudy,Low,Delivered,38.0
ORD_01272,CUST_0540,REST_047,2026-05-26 04:16:56,215.09,2,Rain,Medium,Delivered,29.0
ORD_01273,CUST_0245,REST_053,2026-06-21 23:00:46,100.0,6,Clear,Low,Delivered,16.0
ORD_01274,CUST_0578,REST_039,2026-01-21 06:21:54,154.59,3,Rain,High,Delivered,22.0
ORD_01275,CUST_0778,REST_067,2026-05-23 03:15:14,300.53,2,Clear,Medium,Cancelled,20.0
ORD_01276,CUST_0382,REST_066,2026-01-21 13:25:05,101.23,3,Clear,Low,Delivered,33.0
ORD_01277,CUST_0982,REST_006,2026-05-06 23:15:28,268.82,2,Cloudy,Medium,Delivered,16.0
ORD_01278,CUST_0717,REST_021,2026-06-14 02:58:03,342.29,5,Cloudy,High,Delivered,25.0
ORD_01279,CUST_0570,REST_073,2026-06-01 04:17:13,100.0,2,Clear,Low,Delivered,35.0
ORD_01280,CUST_0713,REST_074,2026-03-10 04:29:53,166.79,2,Rain,Low,Delivered,6.0
ORD_01281,CUST_0737,REST_036,2026-06-10 17:09:43,100.0,5,Heavy Rain,High,Delivered,15.0
ORD_01282,CUST_0142,REST_003,2026-05-27 21:53:14,169.86,1,Clear,Low,Delivered,8.0
ORD_01283,CUST_0893,REST_088,2026-02-05 08:55:51,180.56,3,Rain,Low,Delivered,34.0
ORD_01284,CUST_0368,REST_086,2026-05-29 04:47:30,100.0,4,Cloudy,Medium,Delivered,38.0
ORD_01285,CUST_0084,REST_078,2026-02-20 18:24:22,522.52,5,Rain,Medium,Delivered,41.0
ORD_01286,CUST_0143,REST_042,2026-06-23 18:12:47,212.15,1,Clear,Medium,Delivered,33.0
ORD_01287,CUST_0352,REST_045,2026-03-08 18:15:50,113.64,2,Rain,Medium,Delivered,40.0
ORD_01288,CUST_0545,REST_044,2026-02-08 20:24:01,405.84,6,Clear,High,Delivered,27.0
ORD_01289,CUST_0913,REST_091,2026-05-22 01:29:12,100.0,1,Rain,High,Delivered,18.0
ORD_01290,CUST_0152,REST_033,2026-02-11 03:31:30,100.0,5,Cloudy,High,Delivered,26.0
ORD_01291,CUST_0158,REST_060,2026-02-27 11:21:37,100.0,6,Clear,Medium,Delivered,22.0
ORD_01292,CUST_0446,REST_086,2026-06-09 22:10:03,488.13,2,Clear,Low,Delivered,40.0
ORD_01293,CUST_0653,REST_093,2026-05-09 07:39:45,217.63,1,Rain,High,Delivered,16.0
ORD_01294,CUST_0958,REST_083,2026-05-15 12:35:03,260.52,4,Cloudy,Low,Delivered,17.0
ORD_01295,CUST_0763,REST_083,2026-03-24 04:38:44,213.91,3,Clear,High,Delivered,17.0
ORD_01296,CUST_0303,REST_070,2026-03-06 16:11:14,248.53,3,Clear,Low,Delivered,19.0
ORD_01297,CUST_0624,REST_083,2026-03-13 14:48:36,189.23,5,Rain,High,Delivered,14.0
ORD_01298,CUST_0656,REST_077,2026-04-10 04:51:54,210.4,2,Clear,High,Cancelled,18.0
ORD_01299,CUST_0450,REST_026,2026-03-27 22:11:38,192.32,2,Clear,Medium,Delivered,42.0
ORD_01300,CUST_0721,REST_086,2026-04-28 12:30:15,129.71,3,Rain,Low,Delivered,43.0
ORD_01301,CUST_0224,REST_021,2026-05-03 02:08:06,176.68,1,Clear,Low,Delivered,27.0
ORD_01302,CUST_0043,REST_100,2026-02-04 07:28:05,210.71,2,Clear,Medium,Delivered,38.0
ORD_01303,CUST_0264,REST_002,2026-02-12 05:19:41,192.64,4,Clear,Low,Delivered,41.0
ORD_01304,CUST_0756,REST_047,2026-06-27 14:38:52,100.0,4,Rain,Medium,Cancelled,33.0
ORD_01305,CUST_0003,REST_030,2026-02-25 09:51:28,100.0,2,Clear,Medium,Delivered,21.0
ORD_01306,CUST_0637,REST_027,2026-05-28 15:28:57,328.84,2,Cloudy,Medium,Delivered,28.0
ORD_01307,CUST_0268,REST_071,2026-01-09 21:48:00,153.11,3,Rain,Medium,Delivered,25.0
ORD_01308,CUST_0596,REST_020,2026-04-23 20:43:25,250.03,5,Clear,Medium,Delivered,20.0
ORD_01309,CUST_0016,REST_050,2026-05-02 09:43:05,100.0,3,Rain,Low,Delivered,26.0
ORD_01310,CUST_0334,REST_095,2026-02-06 20:26:05,100.0,5,Clear,Medium,Delivered,27.0
ORD_01311,CUST_0464,REST_023,2026-03-14 19:57:59,113.98,4,Cloudy,High,Delivered,40.0
ORD_01312,CUST_0059,REST_013,2026-02-20 17:57:59,160.39,5,Clear,Low,Delivered,18.0
ORD_01313,CUST_0177,REST_081,2026-01-01 18:06:37,125.73,3,Cloudy,Low,Delivered,27.0
ORD_01314,CUST_0063,REST_004,2026-03-05 10:02:46,369.32,2,Clear,High,Delivered,15.0
ORD_01315,CUST_0958,REST_014,2026-02-09 21:07:12,200.08,5,Clear,Low,Cancelled,32.0
ORD_01316,CUST_0561,REST_020,2026-03-08 03:34:38,501.16,3,Rain,Low,Delivered,17.0
ORD_01317,CUST_0307,REST_013,2026-02-16 18:52:14,226.43,4,Clear,Medium,Delivered,11.0
ORD_01318,CUST_0246,REST_003,2026-06-12 06:40:24,100.0,6,Rain,Low,Delivered,10.0
ORD_01319,CUST_0289,REST_090,2026-01-18 08:35:58,324.03,5,Clear,Low,Delivered,36.0
ORD_01320,CUST_0798,REST_090,2026-03-06 01:14:08,100.0,4,Clear,High,Delivered,31.0
